model,arm,condition_dir,author,run_id,call_index,prompt_kind,excerpt_present,marks_before,marks_after,generator_marks_after,boundary_method,response_words,model_version,finish_reason,latency_s,prompt_tokens,output_tokens,thinking_tokens
flash,c2,flash_c2,jane_austen,4,16,continuation_with_prompt,True,1944,1997,1997,per_call_sum,256,gemini-2.5-flash,FinishReason.MAX_TOKENS,65.669685,2703,328,7860
flash,c2,flash_c2,jane_austen,4,17,continuation_with_prompt,True,1997,2052,2052,per_call_sum,253,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.146967,2725,324,7864
flash,c2,flash_c2,jane_austen,4,18,continuation_with_prompt,True,2052,2101,2101,per_call_sum,262,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.081916,2727,327,7861
flash,c2,flash_c2,jane_austen,4,19,continuation_with_prompt,True,2101,2148,2148,per_call_sum,267,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.652335,2717,327,7861
flash,c2,flash_c2,jane_austen,4,20,continuation_with_prompt,True,2148,2189,2189,per_call_sum,267,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.399547,2697,328,7860
flash,c2,flash_c2,jane_austen,4,21,continuation_with_prompt,True,2189,2236,2236,per_call_sum,269,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.315682,2700,326,7862
flash,c2,flash_c2,jane_austen,4,22,continuation_with_prompt,True,2236,3082,3082,per_call_sum,4876,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.576936,2698,6156,2031
flash,c2,flash_c2,jane_austen,4,23,continuation_with_prompt,True,3082,3126,3126,per_call_sum,257,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.932639,2705,326,7862
flash,c2,flash_c2,jane_austen,4,24,continuation_with_prompt,True,3126,4015,4015,per_call_sum,4744,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.663917,2715,6041,2147
flash,c2,flash_c2,jane_austen,4,25,continuation_with_prompt,True,4015,4066,4066,per_call_sum,249,gemini-2.5-flash,FinishReason.MAX_TOKENS,58.743887,2723,328,7860
flash,c2,flash_c2,jane_austen,4,26,continuation_with_prompt,True,4066,4121,4121,per_call_sum,249,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.987909,2734,328,7860
flash,c2,flash_c2,jane_austen,4,27,continuation_with_prompt,True,4121,4173,4173,per_call_sum,264,gemini-2.5-flash,FinishReason.MAX_TOKENS,69.274971,2740,326,7862
flash,c2,flash_c2,jane_austen,4,28,continuation_with_prompt,True,4173,4244,4244,per_call_sum,377,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.969622,2723,470,7718
flash,c2,flash_c2,jane_austen,4,29,continuation_with_prompt,True,4244,4293,4293,per_call_sum,254,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.667853,2708,326,7862
flash,c2,flash_c2,jane_austen,4,30,continuation_with_prompt,True,4293,4342,4342,per_call_sum,251,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.053161,2716,326,7862
flash,c2,flash_c2,jane_austen,4,31,continuation_with_prompt,True,4342,5295,5295,per_call_sum,5183,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.889505,2731,6489,1698
flash,c2,flash_c2,jane_austen,4,32,continuation_with_prompt,True,5295,5372,5372,per_call_sum,412,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.124957,2720,512,7676
flash,c2,flash_c2,jane_austen,4,33,continuation_with_prompt,True,5372,5421,5421,per_call_sum,262,gemini-2.5-flash,FinishReason.MAX_TOKENS,54.90348,2709,327,7861
flash,c2,flash_c2,jane_austen,4,34,continuation_with_prompt,True,5421,5456,5456,per_call_sum,272,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.477288,2704,326,7862
flash,c2,flash_c2,jane_austen,4,35,continuation_with_prompt,True,5456,5495,5495,per_call_sum,261,gemini-2.5-flash,FinishReason.MAX_TOKENS,69.541867,2697,328,7860
flash,c2,flash_c2,jane_austen,4,36,continuation_with_prompt,True,5495,5672,5672,per_call_sum,744,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.861077,2701,954,7234
flash,c2,flash_c2,jane_austen,4,37,continuation_with_prompt,True,5672,6764,6764,per_call_sum,5557,gemini-2.5-flash,FinishReason.MAX_TOKENS,48.289121,2727,6978,1209
flash,c2,flash_c2,jane_austen,5,1,initial,True,0,273,273,per_call_sum,1104,gemini-2.5-flash,FinishReason.STOP,26.197441,2053,1505,2637
flash,c2,flash_c2,jane_austen,5,2,continuation_with_prompt,True,273,1484,1484,per_call_sum,5254,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.421384,2768,6951,1236
flash,c2,flash_c2,jane_austen,5,3,continuation_with_prompt,True,1484,2515,2515,per_call_sum,4988,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.229375,2747,6424,1763
flash,c2,flash_c2,jane_austen,5,4,continuation_with_prompt,True,2515,2583,2583,per_call_sum,334,gemini-2.5-flash,FinishReason.MAX_TOKENS,72.787657,2709,432,7756
flash,c2,flash_c2,jane_austen,5,5,continuation_with_prompt,True,2583,2641,2641,per_call_sum,249,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.411624,2723,325,7863
flash,c2,flash_c2,jane_austen,5,6,continuation_with_prompt,True,2641,2750,2750,per_call_sum,577,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.688867,2733,718,7470
flash,c2,flash_c2,jane_austen,5,7,continuation_with_prompt,True,2750,3606,3606,per_call_sum,4282,gemini-2.5-flash,FinishReason.STOP,53.792155,2709,5402,1714
flash,c2,flash_c2,jane_austen,5,8,continuation_with_prompt,True,3606,4633,4633,per_call_sum,5677,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.456444,2696,7085,1102
flash,c2,flash_c2,jane_austen,5,9,continuation_with_prompt,True,4633,5784,5784,per_call_sum,5718,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.575924,2683,7146,1041
flash,c2,flash_c2,jane_austen,5,10,continuation_with_prompt,True,5784,6575,6575,per_call_sum,3967,gemini-2.5-flash,FinishReason.STOP,51.141045,2714,4971,1499
flash,c2,flash_c2,jane_austen,6,1,initial,True,0,209,209,per_call_sum,948,gemini-2.5-flash,FinishReason.STOP,28.927734,1994,1251,3124
flash,c2,flash_c2,jane_austen,6,2,continuation_with_prompt,True,209,1237,1237,per_call_sum,5043,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.86202,2682,6612,1575
flash,c2,flash_c2,jane_austen,6,3,continuation_with_prompt,True,1237,1276,1276,per_call_sum,259,gemini-2.5-flash,FinishReason.MAX_TOKENS,66.607585,2649,325,7863
flash,c2,flash_c2,jane_austen,6,4,continuation_with_prompt,True,1276,1335,1335,per_call_sum,446,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.825697,2657,560,7628
flash,c2,flash_c2,jane_austen,6,5,continuation_with_prompt,True,1335,1382,1382,per_call_sum,281,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.966586,2653,361,7827
flash,c2,flash_c2,jane_austen,6,6,continuation_with_prompt,True,1382,1452,1452,per_call_sum,409,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.810017,2665,510,7678
flash,c2,flash_c2,jane_austen,6,7,continuation_with_prompt,True,1452,2513,2513,per_call_sum,5093,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.450262,2656,6656,1531
flash,c2,flash_c2,jane_austen,6,8,continuation_with_prompt,True,2513,2554,2554,per_call_sum,278,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.475263,2702,325,7863
flash,c2,flash_c2,jane_austen,6,9,continuation_with_prompt,True,2554,2654,2654,per_call_sum,514,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.509495,2662,652,7536
flash,c2,flash_c2,jane_austen,6,10,continuation_with_prompt,True,2654,2719,2719,per_call_sum,278,gemini-2.5-flash,FinishReason.MAX_TOKENS,50.81747,2663,359,7829
flash,c2,flash_c2,jane_austen,6,11,continuation_with_prompt,True,2719,2770,2770,per_call_sum,254,gemini-2.5-flash,FinishReason.MAX_TOKENS,49.033048,2661,327,7861
flash,c2,flash_c2,jane_austen,6,12,continuation_with_prompt,True,2770,2842,2842,per_call_sum,238,gemini-2.5-flash,FinishReason.MAX_TOKENS,60.941128,2669,327,7861
flash,c2,flash_c2,jane_austen,6,13,continuation_with_prompt,True,2842,2893,2893,per_call_sum,257,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.6727,2691,327,7861
flash,c2,flash_c2,jane_austen,6,14,continuation_with_prompt,True,2893,3601,3601,per_call_sum,3565,gemini-2.5-flash,FinishReason.STOP,42.91937,2690,4452,2121
flash,c2,flash_c2,jane_austen,6,15,continuation_with_prompt,True,3601,4311,4311,per_call_sum,3175,gemini-2.5-flash,FinishReason.STOP,36.446385,2634,4150,1544
flash,c2,flash_c2,jane_austen,6,16,continuation_with_prompt,True,4311,4354,4354,per_call_sum,276,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.281073,2654,324,7864
flash,c2,flash_c2,jane_austen,6,17,continuation_with_prompt,True,4354,5395,5395,per_call_sum,4794,gemini-2.5-flash,FinishReason.MAX_TOKENS,48.205085,2629,6234,1954
flash,c2,flash_c2,jane_austen,6,18,continuation_with_prompt,True,5395,5447,5447,per_call_sum,261,gemini-2.5-flash,FinishReason.MAX_TOKENS,47.971306,2658,327,7861
flash,c2,flash_c2,jane_austen,6,19,continuation_with_prompt,True,5447,5496,5496,per_call_sum,260,gemini-2.5-flash,FinishReason.MAX_TOKENS,54.844751,2633,324,7864
flash,c2,flash_c2,jane_austen,6,20,continuation_with_prompt,True,5496,5537,5537,per_call_sum,268,gemini-2.5-flash,FinishReason.MAX_TOKENS,50.824095,2649,328,7860
flash,c2,flash_c2,jane_austen,6,21,continuation_with_prompt,True,5537,6647,6647,per_call_sum,5148,gemini-2.5-flash,FinishReason.MAX_TOKENS,48.01214,2641,6684,1503
flash,c2,flash_c2,jane_austen,7,1,initial,True,0,280,280,per_call_sum,1174,gemini-2.5-flash,FinishReason.STOP,34.42531,2053,1530,3955
flash,c2,flash_c2,jane_austen,7,2,continuation_with_prompt,True,280,436,436,per_call_sum,950,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.847128,2748,1194,6994
flash,c2,flash_c2,jane_austen,7,3,continuation_with_prompt,True,436,1288,1288,per_call_sum,4713,gemini-2.5-flash,FinishReason.MAX_TOKENS,51.435474,2718,5919,2268
flash,c2,flash_c2,jane_austen,7,4,continuation_with_prompt,True,1288,2276,2276,per_call_sum,5613,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.577502,2715,6916,1271
flash,c2,flash_c2,jane_austen,7,5,continuation_with_prompt,True,2276,3166,3166,per_call_sum,4968,gemini-2.5-flash,FinishReason.MAX_TOKENS,51.246072,2707,6211,1976
flash,c2,flash_c2,jane_austen,7,6,continuation_with_prompt,True,3166,3210,3210,per_call_sum,266,gemini-2.5-flash,FinishReason.MAX_TOKENS,66.572019,2723,328,7860
flash,c2,flash_c2,jane_austen,7,7,continuation_with_prompt,True,3210,3258,3258,per_call_sum,260,gemini-2.5-flash,FinishReason.MAX_TOKENS,59.988665,2704,325,7863
flash,c2,flash_c2,jane_austen,7,8,continuation_with_prompt,True,3258,3438,3438,per_call_sum,925,gemini-2.5-flash,FinishReason.MAX_TOKENS,55.400694,2703,1152,7036
flash,c2,flash_c2,jane_austen,7,9,continuation_with_prompt,True,3438,3571,3571,per_call_sum,647,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.449842,2714,831,7357
flash,c2,flash_c2,jane_austen,7,10,continuation_with_prompt,True,3571,3620,3620,per_call_sum,254,gemini-2.5-flash,FinishReason.MAX_TOKENS,114.059715,2727,326,7862
flash,c2,flash_c2,jane_austen,7,11,continuation_with_prompt,True,3620,4669,4669,per_call_sum,5197,gemini-2.5-flash,FinishReason.MAX_TOKENS,62.553794,2723,6560,1627
flash,c2,flash_c2,jane_austen,7,12,continuation_with_prompt,True,4669,5646,5646,per_call_sum,5185,gemini-2.5-flash,FinishReason.MAX_TOKENS,53.639091,2724,6517,1670
flash,c2,flash_c2,jane_austen,7,13,continuation_with_prompt,True,5646,5922,5922,per_call_sum,1480,gemini-2.5-flash,FinishReason.MAX_TOKENS,56.110314,2706,1893,6295
flash,c2,flash_c2,jane_austen,7,14,continuation_with_prompt,True,5922,6119,6119,per_call_sum,1024,gemini-2.5-flash,FinishReason.MAX_TOKENS,52.986212,2740,1338,6850
flash,c2,flash_c2,jane_austen,8,1,initial,True,0,395,395,per_call_sum,1368,gemini-2.5-flash,FinishReason.STOP,460.902282,2053,1872,5604
flash,c2,flash_c2,jane_austen,8,2,continuation_with_prompt,True,395,435,435,per_call_sum,254,gemini-2.5-flash,FinishReason.MAX_TOKENS,57.953723,2757,328,7860
flash,c2,flash_c2,jane_austen,8,3,continuation_with_prompt,True,435,1300,1300,per_call_sum,4642,gemini-2.5-flash,FinishReason.MAX_TOKENS,76.840901,2737,5860,2327
flash,c2,flash_c2,jane_austen,8,4,continuation_with_prompt,True,1300,1343,1343,per_call_sum,260,gemini-2.5-flash,FinishReason.MAX_TOKENS,75.082016,2727,328,7860
flash,c2,flash_c2,jane_austen,8,5,continuation_with_prompt,True,1343,2394,2394,per_call_sum,5388,gemini-2.5-flash,FinishReason.MAX_TOKENS,64.432193,2722,6796,1391
flash,c2,flash_c2,jane_austen,8,6,continuation_with_prompt,True,2394,3392,3392,per_call_sum,5302,gemini-2.5-flash,FinishReason.MAX_TOKENS,63.259323,2716,6845,1342
flash,c2,flash_c2,jane_austen,8,7,continuation_with_prompt,True,3392,3426,3426,per_call_sum,267,gemini-2.5-flash,FinishReason.MAX_TOKENS,176.208954,2728,323,7865
flash,c2,flash_c2,jane_austen,8,8,continuation_with_prompt,True,3426,4346,4346,per_call_sum,5718,gemini-2.5-flash,FinishReason.MAX_TOKENS,87.509346,2708,7155,1032
flash,c2,flash_c2,jane_austen,8,9,continuation_with_prompt,True,4346,4461,4461,per_call_sum,648,gemini-2.5-flash,FinishReason.MAX_TOKENS,66.065518,2704,817,7371
flash,c2,flash_c2,jane_austen,8,10,continuation_with_prompt,True,4461,4596,4596,per_call_sum,812,gemini-2.5-flash,FinishReason.MAX_TOKENS,73.937149,2710,1012,7176
flash,c2,flash_c2,jane_austen,8,11,continuation_with_prompt,True,4596,4660,4660,per_call_sum,364,gemini-2.5-flash,FinishReason.MAX_TOKENS,173.104775,2718,451,7737
flash,c2,flash_c2,jane_austen,8,12,continuation_with_prompt,True,4660,4698,4698,per_call_sum,266,gemini-2.5-flash,FinishReason.MAX_TOKENS,76.53867,2707,323,7865
flash,c2,flash_c2,jane_austen,8,13,continuation_with_prompt,True,4698,4955,4955,per_call_sum,1369,gemini-2.5-flash,FinishReason.MAX_TOKENS,61.209375,2702,1744,6444
flash,c2,flash_c2,jane_austen,8,14,continuation_with_prompt,True,4955,6060,6060,per_call_sum,5225,gemini-2.5-flash,FinishReason.MAX_TOKENS,112.735763,2747,6727,1460
