source_type,condition,feature,chunk_size,start_mark,author,cohort,sample_id,prompt_source_book,run_id,predicted_author,correct
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_10.txt,gutenberg_texts/35.txt,10,mary_shelley,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_11.txt,full_books/herbert_george_wells_full.txt,11,oscar_wilde,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_12.txt,gutenberg_texts/35.txt,12,mary_shelley,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_13.txt,full_books/herbert_george_wells_full.txt,13,oscar_wilde,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_14.txt,gutenberg_texts/35.txt,14,mary_shelley,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_15.txt,full_books/herbert_george_wells_full.txt,15,charles_dickens,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_16.txt,gutenberg_texts/35.txt,16,mary_shelley,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_17.txt,full_books/herbert_george_wells_full.txt,17,oscar_wilde,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_18.txt,gutenberg_texts/35.txt,18,mary_shelley,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_19.txt,full_books/herbert_george_wells_full.txt,19,arthur_conan_doyle,0
llm,flash,f3,2000,0,herbert_george_wells,existing,generated_texts_positional_mechanism_v1/flash_c2/herbert_george_wells/run_20.txt,gutenberg_texts/35.txt,20,mary_shelley,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_01.txt,full_books/agnes_may_fleming_full.txt,1,mary_shelley,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_02.txt,gutenberg_texts/7063.txt,2,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_03.txt,full_books/agnes_may_fleming_full.txt,3,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_04.txt,gutenberg_texts/7063.txt,4,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_05.txt,full_books/agnes_may_fleming_full.txt,5,john_c_hutcheson,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_06.txt,gutenberg_texts/7063.txt,6,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_07.txt,full_books/agnes_may_fleming_full.txt,7,john_c_hutcheson,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_08.txt,gutenberg_texts/7063.txt,8,oscar_wilde,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_09.txt,full_books/agnes_may_fleming_full.txt,9,mary_shelley,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_10.txt,gutenberg_texts/7063.txt,10,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_11.txt,full_books/agnes_may_fleming_full.txt,11,mary_shelley,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_12.txt,gutenberg_texts/7063.txt,12,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_13.txt,full_books/agnes_may_fleming_full.txt,13,john_c_hutcheson,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_14.txt,gutenberg_texts/7063.txt,14,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_15.txt,full_books/agnes_may_fleming_full.txt,15,john_c_hutcheson,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_16.txt,gutenberg_texts/7063.txt,16,oscar_wilde,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_17.txt,full_books/agnes_may_fleming_full.txt,17,mary_shelley,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_18.txt,gutenberg_texts/7063.txt,18,charles_dickens,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_19.txt,full_books/agnes_may_fleming_full.txt,19,mary_shelley,0
llm,flash,f3,2000,0,agnes_may_fleming,existing,generated_texts_positional_mechanism_v1/flash_c2/agnes_may_fleming/run_20.txt,gutenberg_texts/7063.txt,20,charles_dickens,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_01.txt,gutenberg_texts/46.txt,1,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_02.txt,gutenberg_texts/98.txt,2,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_03.txt,gutenberg_texts/1400.txt,3,charles_dickens,1
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_04.txt,gutenberg_texts/46.txt,4,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_05.txt,gutenberg_texts/98.txt,5,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_06.txt,gutenberg_texts/1400.txt,6,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_07.txt,gutenberg_texts/46.txt,7,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_08.txt,gutenberg_texts/98.txt,8,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_09.txt,gutenberg_texts/1400.txt,9,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_10.txt,gutenberg_texts/46.txt,10,john_c_hutcheson,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_11.txt,gutenberg_texts/98.txt,11,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_12.txt,gutenberg_texts/1400.txt,12,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_13.txt,gutenberg_texts/46.txt,13,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_14.txt,gutenberg_texts/98.txt,14,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_15.txt,gutenberg_texts/1400.txt,15,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_16.txt,gutenberg_texts/46.txt,16,john_c_hutcheson,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_17.txt,gutenberg_texts/98.txt,17,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_18.txt,gutenberg_texts/1400.txt,18,john_c_hutcheson,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_19.txt,gutenberg_texts/46.txt,19,mary_shelley,0
llm,flash,f3,2000,0,charles_dickens,existing,generated_texts_positional_mechanism_v1/flash_c2/charles_dickens/run_20.txt,gutenberg_texts/98.txt,20,mary_shelley,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_01.txt,gutenberg_texts/74.txt,1,kathleen_thompson_norris,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_02.txt,gutenberg_texts/76.txt,2,mary_shelley,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_03.txt,gutenberg_texts/74.txt,3,oscar_wilde,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_04.txt,gutenberg_texts/76.txt,4,kathleen_thompson_norris,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_05.txt,gutenberg_texts/74.txt,5,mary_shelley,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_06.txt,gutenberg_texts/76.txt,6,oscar_wilde,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_07.txt,gutenberg_texts/74.txt,7,oscar_wilde,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_08.txt,gutenberg_texts/76.txt,8,mary_shelley,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_09.txt,gutenberg_texts/74.txt,9,charles_dickens,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_10.txt,gutenberg_texts/76.txt,10,jane_austen,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_11.txt,gutenberg_texts/74.txt,11,charles_dickens,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_12.txt,gutenberg_texts/76.txt,12,mary_shelley,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_13.txt,gutenberg_texts/74.txt,13,herbert_george_wells,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_14.txt,gutenberg_texts/76.txt,14,herbert_george_wells,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_15.txt,gutenberg_texts/74.txt,15,oscar_wilde,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_16.txt,gutenberg_texts/76.txt,16,kathleen_thompson_norris,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_17.txt,gutenberg_texts/74.txt,17,charles_dickens,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_18.txt,gutenberg_texts/76.txt,18,charles_dickens,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_19.txt,gutenberg_texts/74.txt,19,oscar_wilde,0
llm,flash,f3,2000,0,mark_twain,existing,generated_texts_positional_mechanism_v1/flash_c2/mark_twain/run_20.txt,gutenberg_texts/76.txt,20,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_01.txt,gutenberg_texts/1661.txt,1,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_02.txt,gutenberg_texts/244.txt,2,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_03.txt,gutenberg_texts/2852.txt,3,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_04.txt,gutenberg_texts/1661.txt,4,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_05.txt,gutenberg_texts/244.txt,5,mary_shelley,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_06.txt,gutenberg_texts/2852.txt,6,mary_shelley,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_07.txt,gutenberg_texts/1661.txt,7,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_08.txt,gutenberg_texts/244.txt,8,mary_shelley,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_09.txt,gutenberg_texts/2852.txt,9,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_10.txt,gutenberg_texts/1661.txt,10,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_11.txt,gutenberg_texts/244.txt,11,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_12.txt,gutenberg_texts/2852.txt,12,oscar_wilde,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_13.txt,gutenberg_texts/1661.txt,13,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_14.txt,gutenberg_texts/244.txt,14,joseph_conrad,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_15.txt,gutenberg_texts/2852.txt,15,mary_shelley,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_16.txt,gutenberg_texts/1661.txt,16,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_17.txt,gutenberg_texts/244.txt,17,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_18.txt,gutenberg_texts/2852.txt,18,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_19.txt,gutenberg_texts/1661.txt,19,charles_dickens,0
llm,flash,f3,2000,0,arthur_conan_doyle,existing,generated_texts_positional_mechanism_v1/flash_c2/arthur_conan_doyle/run_20.txt,gutenberg_texts/244.txt,20,mary_shelley,0
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_01.txt,gutenberg_texts/84.txt,1,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_02.txt,gutenberg_texts/18247.txt,2,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_03.txt,gutenberg_texts/84.txt,3,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_04.txt,gutenberg_texts/18247.txt,4,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_05.txt,gutenberg_texts/84.txt,5,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_06.txt,gutenberg_texts/18247.txt,6,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_07.txt,gutenberg_texts/84.txt,7,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_08.txt,gutenberg_texts/18247.txt,8,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_09.txt,gutenberg_texts/84.txt,9,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_10.txt,gutenberg_texts/18247.txt,10,charles_dickens,0
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_11.txt,gutenberg_texts/84.txt,11,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_12.txt,gutenberg_texts/18247.txt,12,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_13.txt,gutenberg_texts/84.txt,13,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_14.txt,gutenberg_texts/18247.txt,14,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_15.txt,gutenberg_texts/84.txt,15,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_16.txt,gutenberg_texts/18247.txt,16,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_17.txt,gutenberg_texts/84.txt,17,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_18.txt,gutenberg_texts/18247.txt,18,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_19.txt,gutenberg_texts/84.txt,19,mary_shelley,1
llm,flash,f3,2000,0,mary_shelley,existing,generated_texts_positional_mechanism_v1/flash_c2/mary_shelley/run_20.txt,gutenberg_texts/18247.txt,20,mary_shelley,1
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_01.txt,gutenberg_texts/1260.txt,1,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_02.txt,gutenberg_texts/30486.txt,2,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_03.txt,gutenberg_texts/1260.txt,3,jane_austen,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_04.txt,gutenberg_texts/30486.txt,4,kathleen_thompson_norris,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_05.txt,gutenberg_texts/1260.txt,5,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_06.txt,gutenberg_texts/30486.txt,6,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_07.txt,gutenberg_texts/1260.txt,7,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_08.txt,gutenberg_texts/30486.txt,8,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_09.txt,gutenberg_texts/1260.txt,9,jane_austen,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_10.txt,gutenberg_texts/30486.txt,10,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_11.txt,gutenberg_texts/1260.txt,11,joseph_conrad,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_12.txt,gutenberg_texts/30486.txt,12,charles_dickens,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_13.txt,gutenberg_texts/1260.txt,13,herbert_george_wells,0
llm,flash,f3,2000,0,charlotte_bronte,existing,generated_texts_positional_mechanism_v1/flash_c2/charlotte_bronte/run_14.txt,gutenberg_texts/30486.txt,14,charles_dickens,0
