author_set,condition,feature,chunk_size,author,prompt_source_book,n_runs,n_correct,accuracy
all_authors,flash,f1,2000,arthur_scott_bailey,gutenberg_texts/9462.txt,10,0,0.0
all_authors,flash,f1,2000,charles_dickens,gutenberg_texts/1400.txt,6,0,0.0
all_authors,flash,f1,2000,charles_dickens,gutenberg_texts/46.txt,7,0,0.0
all_authors,flash,f1,2000,charles_dickens,gutenberg_texts/98.txt,7,0,0.0
all_authors,flash,f1,2000,charlotte_bronte,gutenberg_texts/1260.txt,10,0,0.0
all_authors,flash,f1,2000,charlotte_bronte,gutenberg_texts/30486.txt,10,0,0.0
all_authors,flash,f1,2000,ethel_m_dell,gutenberg_texts/12360.txt,10,0,0.0
all_authors,flash,f1,2000,ethel_m_dell,gutenberg_texts/13960.txt,10,0,0.0
all_authors,flash,f1,2000,harold_l_goodwin,gutenberg_texts/31581.txt,10,2,0.2
all_authors,flash,f1,2000,harold_l_goodwin,gutenberg_texts/31589.txt,10,0,0.0
all_authors,flash,f1,2000,herbert_george_wells,full_books/herbert_george_wells_full.txt,10,0,0.0
all_authors,flash,f1,2000,herbert_george_wells,gutenberg_texts/35.txt,10,0,0.0
all_authors,flash,f1,2000,jane_austen,full_books/jane_austen_full.txt,14,1,0.07142857142857142
all_authors,flash,f1,2000,jane_austen,gutenberg_texts/161.txt,6,0,0.0
all_authors,flash,f1,2000,john_c_hutcheson,gutenberg_texts/21107.txt,10,2,0.2
all_authors,flash,f1,2000,john_c_hutcheson,gutenberg_texts/24267.txt,10,6,0.6
all_authors,flash,f1,2000,joseph_conrad,gutenberg_texts/219.txt,10,0,0.0
all_authors,flash,f1,2000,joseph_conrad,gutenberg_texts/5658.txt,10,7,0.7
all_authors,flash,f1,2000,kathleen_thompson_norris,gutenberg_texts/3635.txt,10,0,0.0
all_authors,flash,f1,2000,kathleen_thompson_norris,gutenberg_texts/4787.txt,10,7,0.7
all_authors,flash,f1,2000,louis_joseph_vance,gutenberg_texts/8741.txt,10,0,0.0
all_authors,flash,f1,2000,louis_joseph_vance,gutenberg_texts/9378.txt,10,0,0.0
all_authors,flash,f1,2000,luis_senarens,gutenberg_texts/54629.txt,10,0,0.0
all_authors,flash,f1,2000,luis_senarens,gutenberg_texts/54648.txt,10,0,0.0
all_authors,flash,f1,2000,mark_twain,gutenberg_texts/74.txt,10,0,0.0
all_authors,flash,f1,2000,mark_twain,gutenberg_texts/76.txt,10,0,0.0
all_authors,flash,f1,2000,mary_shelley,gutenberg_texts/18247.txt,10,2,0.2
all_authors,flash,f1,2000,mary_shelley,gutenberg_texts/84.txt,10,10,1.0
all_authors,flash,f1,2000,mildred_wirt,gutenberg_texts/34592.txt,10,0,0.0
all_authors,flash,f1,2000,mildred_wirt,gutenberg_texts/34832.txt,10,0,0.0
all_authors,flash,f1,2000,oscar_wilde,gutenberg_texts/174.txt,10,10,1.0
all_authors,flash,f1,2000,oscar_wilde,gutenberg_texts/773.txt,10,0,0.0
all_authors,flash,f1,2000,robert_sidney_bowen,gutenberg_texts/32331.txt,10,2,0.2
all_authors,flash,f1,2000,robert_sidney_bowen,gutenberg_texts/32440.txt,10,0,0.0
all_authors,flash,f1,2000,susan_warner,gutenberg_texts/16918.txt,10,0,0.0
all_authors,flash,f1,2000,susan_warner,gutenberg_texts/8874.txt,10,0,0.0
all_authors,flash,f1,4000,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,10,0,0.0
all_authors,flash,f1,4000,agnes_may_fleming,gutenberg_texts/7063.txt,10,0,0.0
all_authors,flash,f1,4000,arthur_conan_doyle,gutenberg_texts/1661.txt,7,0,0.0
all_authors,flash,f1,4000,arthur_conan_doyle,gutenberg_texts/244.txt,7,0,0.0
all_authors,flash,f1,4000,arthur_conan_doyle,gutenberg_texts/2852.txt,6,0,0.0
all_authors,flash,f1,4000,arthur_scott_bailey,gutenberg_texts/18656.txt,10,0,0.0
all_authors,flash,f1,4000,arthur_scott_bailey,gutenberg_texts/9462.txt,10,0,0.0
all_authors,flash,f1,4000,charles_dickens,gutenberg_texts/1400.txt,6,0,0.0
all_authors,flash,f1,4000,charles_dickens,gutenberg_texts/46.txt,7,2,0.2857142857142857
all_authors,flash,f1,4000,charles_dickens,gutenberg_texts/98.txt,7,0,0.0
all_authors,flash,f1,4000,charlotte_bronte,gutenberg_texts/1260.txt,10,0,0.0
all_authors,flash,f1,4000,charlotte_bronte,gutenberg_texts/30486.txt,10,0,0.0
all_authors,flash,f1,4000,ethel_m_dell,gutenberg_texts/12360.txt,10,0,0.0
all_authors,flash,f1,4000,ethel_m_dell,gutenberg_texts/13960.txt,10,0,0.0
all_authors,flash,f1,4000,harold_l_goodwin,gutenberg_texts/31581.txt,10,0,0.0
all_authors,flash,f1,4000,harold_l_goodwin,gutenberg_texts/31589.txt,10,0,0.0
all_authors,flash,f1,4000,herbert_george_wells,full_books/herbert_george_wells_full.txt,10,0,0.0
all_authors,flash,f1,4000,herbert_george_wells,gutenberg_texts/35.txt,10,0,0.0
all_authors,flash,f1,4000,jane_austen,full_books/jane_austen_full.txt,14,1,0.07142857142857142
all_authors,flash,f1,4000,jane_austen,gutenberg_texts/161.txt,6,0,0.0
all_authors,flash,f1,4000,john_c_hutcheson,gutenberg_texts/21107.txt,10,1,0.1
all_authors,flash,f1,4000,john_c_hutcheson,gutenberg_texts/24267.txt,10,5,0.5
all_authors,flash,f1,4000,joseph_conrad,gutenberg_texts/219.txt,10,0,0.0
all_authors,flash,f1,4000,joseph_conrad,gutenberg_texts/5658.txt,10,5,0.5
all_authors,flash,f1,4000,kathleen_thompson_norris,gutenberg_texts/3635.txt,10,0,0.0
all_authors,flash,f1,4000,kathleen_thompson_norris,gutenberg_texts/4787.txt,10,5,0.5
all_authors,flash,f1,4000,louis_joseph_vance,gutenberg_texts/8741.txt,10,0,0.0
all_authors,flash,f1,4000,louis_joseph_vance,gutenberg_texts/9378.txt,10,0,0.0
all_authors,flash,f1,4000,luis_senarens,gutenberg_texts/54629.txt,10,0,0.0
all_authors,flash,f1,4000,luis_senarens,gutenberg_texts/54648.txt,10,0,0.0
all_authors,flash,f1,4000,mark_twain,gutenberg_texts/74.txt,10,0,0.0
all_authors,flash,f1,4000,mark_twain,gutenberg_texts/76.txt,10,0,0.0
all_authors,flash,f1,4000,mary_shelley,gutenberg_texts/18247.txt,10,2,0.2
all_authors,flash,f1,4000,mary_shelley,gutenberg_texts/84.txt,10,10,1.0
all_authors,flash,f1,4000,mildred_wirt,gutenberg_texts/34592.txt,10,0,0.0
all_authors,flash,f1,4000,mildred_wirt,gutenberg_texts/34832.txt,10,0,0.0
all_authors,flash,f1,4000,oscar_wilde,gutenberg_texts/174.txt,10,10,1.0
all_authors,flash,f1,4000,oscar_wilde,gutenberg_texts/773.txt,10,0,0.0
all_authors,flash,f1,4000,robert_sidney_bowen,gutenberg_texts/32331.txt,10,0,0.0
all_authors,flash,f1,4000,robert_sidney_bowen,gutenberg_texts/32440.txt,10,0,0.0
all_authors,flash,f1,4000,susan_warner,gutenberg_texts/16918.txt,10,0,0.0
all_authors,flash,f1,4000,susan_warner,gutenberg_texts/8874.txt,10,0,0.0
all_authors,flash,f3,1000,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,10,0,0.0
all_authors,flash,f3,1000,agnes_may_fleming,gutenberg_texts/7063.txt,10,0,0.0
all_authors,flash,f3,1000,arthur_conan_doyle,gutenberg_texts/1661.txt,7,0,0.0
all_authors,flash,f3,1000,arthur_conan_doyle,gutenberg_texts/244.txt,7,0,0.0
all_authors,flash,f3,1000,arthur_conan_doyle,gutenberg_texts/2852.txt,6,0,0.0
all_authors,flash,f3,1000,arthur_scott_bailey,gutenberg_texts/18656.txt,10,0,0.0
all_authors,flash,f3,1000,arthur_scott_bailey,gutenberg_texts/9462.txt,10,0,0.0
all_authors,flash,f3,1000,charles_dickens,gutenberg_texts/1400.txt,6,1,0.16666666666666666
all_authors,flash,f3,1000,charles_dickens,gutenberg_texts/46.txt,7,0,0.0
all_authors,flash,f3,1000,charles_dickens,gutenberg_texts/98.txt,7,0,0.0
all_authors,flash,f3,1000,charlotte_bronte,gutenberg_texts/1260.txt,10,0,0.0
all_authors,flash,f3,1000,charlotte_bronte,gutenberg_texts/30486.txt,10,0,0.0
all_authors,flash,f3,1000,ethel_m_dell,gutenberg_texts/12360.txt,10,0,0.0
all_authors,flash,f3,1000,ethel_m_dell,gutenberg_texts/13960.txt,10,0,0.0
all_authors,flash,f3,1000,harold_l_goodwin,gutenberg_texts/31581.txt,10,4,0.4
all_authors,flash,f3,1000,harold_l_goodwin,gutenberg_texts/31589.txt,10,0,0.0
all_authors,flash,f3,1000,herbert_george_wells,full_books/herbert_george_wells_full.txt,10,1,0.1
all_authors,flash,f3,1000,herbert_george_wells,gutenberg_texts/35.txt,10,0,0.0
all_authors,flash,f3,1000,jane_austen,full_books/jane_austen_full.txt,14,0,0.0
all_authors,flash,f3,1000,jane_austen,gutenberg_texts/161.txt,6,0,0.0
all_authors,flash,f3,1000,john_c_hutcheson,gutenberg_texts/21107.txt,10,4,0.4
all_authors,flash,f3,1000,john_c_hutcheson,gutenberg_texts/24267.txt,10,5,0.5
all_authors,flash,f3,1000,joseph_conrad,gutenberg_texts/219.txt,10,0,0.0
all_authors,flash,f3,1000,joseph_conrad,gutenberg_texts/5658.txt,10,8,0.8
all_authors,flash,f3,1000,kathleen_thompson_norris,gutenberg_texts/3635.txt,10,0,0.0
all_authors,flash,f3,1000,kathleen_thompson_norris,gutenberg_texts/4787.txt,10,9,0.9
all_authors,flash,f3,1000,louis_joseph_vance,gutenberg_texts/8741.txt,10,0,0.0
all_authors,flash,f3,1000,louis_joseph_vance,gutenberg_texts/9378.txt,10,0,0.0
all_authors,flash,f3,1000,luis_senarens,gutenberg_texts/54629.txt,10,0,0.0
all_authors,flash,f3,1000,luis_senarens,gutenberg_texts/54648.txt,10,0,0.0
all_authors,flash,f3,1000,mark_twain,gutenberg_texts/74.txt,10,0,0.0
all_authors,flash,f3,1000,mark_twain,gutenberg_texts/76.txt,10,0,0.0
all_authors,flash,f3,1000,mary_shelley,gutenberg_texts/18247.txt,10,9,0.9
all_authors,flash,f3,1000,mary_shelley,gutenberg_texts/84.txt,10,7,0.7
all_authors,flash,f3,1000,mildred_wirt,gutenberg_texts/34592.txt,10,0,0.0
all_authors,flash,f3,1000,mildred_wirt,gutenberg_texts/34832.txt,10,0,0.0
all_authors,flash,f3,1000,oscar_wilde,gutenberg_texts/174.txt,10,4,0.4
all_authors,flash,f3,1000,oscar_wilde,gutenberg_texts/773.txt,10,0,0.0
all_authors,flash,f3,1000,robert_sidney_bowen,gutenberg_texts/32331.txt,10,0,0.0
all_authors,flash,f3,1000,robert_sidney_bowen,gutenberg_texts/32440.txt,10,0,0.0
all_authors,flash,f3,1000,susan_warner,gutenberg_texts/16918.txt,10,0,0.0
all_authors,flash,f3,1000,susan_warner,gutenberg_texts/8874.txt,10,0,0.0
all_authors,flash,f3,2000,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,10,0,0.0
all_authors,flash,f3,2000,agnes_may_fleming,gutenberg_texts/7063.txt,10,0,0.0
all_authors,flash,f3,2000,arthur_conan_doyle,gutenberg_texts/1661.txt,7,0,0.0
all_authors,flash,f3,2000,arthur_conan_doyle,gutenberg_texts/244.txt,7,0,0.0
all_authors,flash,f3,2000,arthur_conan_doyle,gutenberg_texts/2852.txt,6,0,0.0
all_authors,flash,f3,2000,arthur_scott_bailey,gutenberg_texts/18656.txt,10,0,0.0
all_authors,flash,f3,2000,arthur_scott_bailey,gutenberg_texts/9462.txt,10,0,0.0
all_authors,flash,f3,2000,charles_dickens,gutenberg_texts/1400.txt,6,1,0.16666666666666666
all_authors,flash,f3,2000,charles_dickens,gutenberg_texts/46.txt,7,0,0.0
all_authors,flash,f3,2000,charles_dickens,gutenberg_texts/98.txt,7,0,0.0
all_authors,flash,f3,2000,charlotte_bronte,gutenberg_texts/1260.txt,10,0,0.0
all_authors,flash,f3,2000,charlotte_bronte,gutenberg_texts/30486.txt,10,0,0.0
all_authors,flash,f3,2000,ethel_m_dell,gutenberg_texts/12360.txt,10,0,0.0
all_authors,flash,f3,2000,ethel_m_dell,gutenberg_texts/13960.txt,10,0,0.0
all_authors,flash,f3,2000,harold_l_goodwin,gutenberg_texts/31581.txt,10,4,0.4
all_authors,flash,f3,2000,harold_l_goodwin,gutenberg_texts/31589.txt,10,0,0.0
all_authors,flash,f3,2000,herbert_george_wells,full_books/herbert_george_wells_full.txt,10,0,0.0
all_authors,flash,f3,2000,herbert_george_wells,gutenberg_texts/35.txt,10,0,0.0
all_authors,flash,f3,2000,jane_austen,full_books/jane_austen_full.txt,14,0,0.0
all_authors,flash,f3,2000,jane_austen,gutenberg_texts/161.txt,6,0,0.0
all_authors,flash,f3,2000,john_c_hutcheson,gutenberg_texts/21107.txt,10,1,0.1
all_authors,flash,f3,2000,john_c_hutcheson,gutenberg_texts/24267.txt,10,3,0.3
all_authors,flash,f3,2000,joseph_conrad,gutenberg_texts/219.txt,10,0,0.0
all_authors,flash,f3,2000,joseph_conrad,gutenberg_texts/5658.txt,10,8,0.8
all_authors,flash,f3,2000,kathleen_thompson_norris,gutenberg_texts/3635.txt,10,0,0.0
all_authors,flash,f3,2000,kathleen_thompson_norris,gutenberg_texts/4787.txt,10,7,0.7
all_authors,flash,f3,2000,louis_joseph_vance,gutenberg_texts/8741.txt,10,0,0.0
all_authors,flash,f3,2000,louis_joseph_vance,gutenberg_texts/9378.txt,10,0,0.0
all_authors,flash,f3,2000,luis_senarens,gutenberg_texts/54629.txt,10,0,0.0
all_authors,flash,f3,2000,luis_senarens,gutenberg_texts/54648.txt,10,0,0.0
all_authors,flash,f3,2000,mark_twain,gutenberg_texts/74.txt,10,0,0.0
all_authors,flash,f3,2000,mark_twain,gutenberg_texts/76.txt,10,0,0.0
all_authors,flash,f3,2000,mary_shelley,gutenberg_texts/18247.txt,10,9,0.9
all_authors,flash,f3,2000,mary_shelley,gutenberg_texts/84.txt,10,10,1.0
all_authors,flash,f3,2000,mildred_wirt,gutenberg_texts/34592.txt,10,0,0.0
all_authors,flash,f3,2000,mildred_wirt,gutenberg_texts/34832.txt,10,0,0.0
all_authors,flash,f3,2000,oscar_wilde,gutenberg_texts/174.txt,10,10,1.0
all_authors,flash,f3,2000,oscar_wilde,gutenberg_texts/773.txt,10,0,0.0
all_authors,flash,f3,2000,robert_sidney_bowen,gutenberg_texts/32331.txt,10,1,0.1
all_authors,flash,f3,2000,robert_sidney_bowen,gutenberg_texts/32440.txt,10,0,0.0
all_authors,flash,f3,2000,susan_warner,gutenberg_texts/16918.txt,10,0,0.0
all_authors,flash,f3,2000,susan_warner,gutenberg_texts/8874.txt,10,0,0.0
all_authors,flash,f3,4000,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,10,0,0.0
all_authors,flash,f3,4000,agnes_may_fleming,gutenberg_texts/7063.txt,10,0,0.0
all_authors,flash,f3,4000,arthur_conan_doyle,gutenberg_texts/1661.txt,7,0,0.0
all_authors,flash,f3,4000,arthur_conan_doyle,gutenberg_texts/244.txt,7,0,0.0
all_authors,flash,f3,4000,arthur_conan_doyle,gutenberg_texts/2852.txt,6,0,0.0
all_authors,flash,f3,4000,arthur_scott_bailey,gutenberg_texts/18656.txt,10,0,0.0
all_authors,flash,f3,4000,arthur_scott_bailey,gutenberg_texts/9462.txt,10,0,0.0
all_authors,flash,f3,4000,charles_dickens,gutenberg_texts/1400.txt,6,0,0.0
all_authors,flash,f3,4000,charles_dickens,gutenberg_texts/46.txt,7,4,0.5714285714285714
all_authors,flash,f3,4000,charles_dickens,gutenberg_texts/98.txt,7,0,0.0
all_authors,flash,f3,4000,charlotte_bronte,gutenberg_texts/1260.txt,10,0,0.0
all_authors,flash,f3,4000,charlotte_bronte,gutenberg_texts/30486.txt,10,0,0.0
all_authors,flash,f3,4000,ethel_m_dell,gutenberg_texts/12360.txt,10,0,0.0
all_authors,flash,f3,4000,ethel_m_dell,gutenberg_texts/13960.txt,10,0,0.0
all_authors,flash,f3,4000,harold_l_goodwin,gutenberg_texts/31581.txt,10,1,0.1
all_authors,flash,f3,4000,harold_l_goodwin,gutenberg_texts/31589.txt,10,0,0.0
all_authors,flash,f3,4000,herbert_george_wells,full_books/herbert_george_wells_full.txt,10,0,0.0
all_authors,flash,f3,4000,herbert_george_wells,gutenberg_texts/35.txt,10,0,0.0
all_authors,flash,f3,4000,jane_austen,full_books/jane_austen_full.txt,14,0,0.0
all_authors,flash,f3,4000,jane_austen,gutenberg_texts/161.txt,6,0,0.0
all_authors,flash,f3,4000,john_c_hutcheson,gutenberg_texts/21107.txt,10,1,0.1
all_authors,flash,f3,4000,john_c_hutcheson,gutenberg_texts/24267.txt,10,3,0.3
all_authors,flash,f3,4000,joseph_conrad,gutenberg_texts/219.txt,10,0,0.0
all_authors,flash,f3,4000,joseph_conrad,gutenberg_texts/5658.txt,10,5,0.5
all_authors,flash,f3,4000,kathleen_thompson_norris,gutenberg_texts/3635.txt,10,0,0.0
all_authors,flash,f3,4000,kathleen_thompson_norris,gutenberg_texts/4787.txt,10,9,0.9
all_authors,flash,f3,4000,louis_joseph_vance,gutenberg_texts/8741.txt,10,0,0.0
all_authors,flash,f3,4000,louis_joseph_vance,gutenberg_texts/9378.txt,10,0,0.0
all_authors,flash,f3,4000,luis_senarens,gutenberg_texts/54629.txt,10,0,0.0
all_authors,flash,f3,4000,luis_senarens,gutenberg_texts/54648.txt,10,0,0.0
all_authors,flash,f3,4000,mark_twain,gutenberg_texts/74.txt,10,0,0.0
all_authors,flash,f3,4000,mark_twain,gutenberg_texts/76.txt,10,0,0.0
all_authors,flash,f3,4000,mary_shelley,gutenberg_texts/18247.txt,10,8,0.8
all_authors,flash,f3,4000,mary_shelley,gutenberg_texts/84.txt,10,10,1.0
all_authors,flash,f3,4000,mildred_wirt,gutenberg_texts/34592.txt,10,0,0.0
all_authors,flash,f3,4000,mildred_wirt,gutenberg_texts/34832.txt,10,0,0.0
all_authors,flash,f3,4000,oscar_wilde,gutenberg_texts/174.txt,10,10,1.0
all_authors,flash,f3,4000,oscar_wilde,gutenberg_texts/773.txt,10,0,0.0
all_authors,flash,f3,4000,robert_sidney_bowen,gutenberg_texts/32331.txt,10,0,0.0
all_authors,flash,f3,4000,robert_sidney_bowen,gutenberg_texts/32440.txt,10,0,0.0
all_authors,flash,f3,4000,susan_warner,gutenberg_texts/16918.txt,10,0,0.0
all_authors,flash,f3,4000,susan_warner,gutenberg_texts/8874.txt,10,0,0.0
all_authors,pro,f1,1000,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,5,2,0.4
all_authors,pro,f1,1000,agnes_may_fleming,gutenberg_texts/7063.txt,5,0,0.0
all_authors,pro,f1,1000,arthur_conan_doyle,gutenberg_texts/1661.txt,4,3,0.75
all_authors,pro,f1,1000,arthur_conan_doyle,gutenberg_texts/244.txt,3,0,0.0
all_authors,pro,f1,1000,arthur_conan_doyle,gutenberg_texts/2852.txt,3,1,0.3333333333333333
all_authors,pro,f1,1000,arthur_scott_bailey,gutenberg_texts/18656.txt,5,4,0.8
all_authors,pro,f1,1000,arthur_scott_bailey,gutenberg_texts/9462.txt,5,2,0.4
all_authors,pro,f1,1000,charles_dickens,gutenberg_texts/1400.txt,3,0,0.0
all_authors,pro,f1,1000,charles_dickens,gutenberg_texts/46.txt,4,2,0.5
all_authors,pro,f1,1000,charles_dickens,gutenberg_texts/98.txt,3,0,0.0
all_authors,pro,f1,1000,charlotte_bronte,gutenberg_texts/1260.txt,5,0,0.0
all_authors,pro,f1,1000,charlotte_bronte,gutenberg_texts/30486.txt,5,0,0.0
all_authors,pro,f1,1000,ethel_m_dell,gutenberg_texts/12360.txt,5,0,0.0
all_authors,pro,f1,1000,ethel_m_dell,gutenberg_texts/13960.txt,5,0,0.0
all_authors,pro,f1,1000,harold_l_goodwin,gutenberg_texts/31581.txt,5,5,1.0
all_authors,pro,f1,1000,harold_l_goodwin,gutenberg_texts/31589.txt,5,5,1.0
all_authors,pro,f1,1000,herbert_george_wells,full_books/herbert_george_wells_full.txt,5,0,0.0
all_authors,pro,f1,1000,herbert_george_wells,gutenberg_texts/35.txt,5,0,0.0
all_authors,pro,f1,1000,jane_austen,full_books/jane_austen_full.txt,7,0,0.0
all_authors,pro,f1,1000,jane_austen,gutenberg_texts/161.txt,3,0,0.0
all_authors,pro,f1,1000,john_c_hutcheson,gutenberg_texts/21107.txt,5,0,0.0
all_authors,pro,f1,1000,john_c_hutcheson,gutenberg_texts/24267.txt,5,0,0.0
all_authors,pro,f1,1000,joseph_conrad,gutenberg_texts/219.txt,5,0,0.0
all_authors,pro,f1,1000,joseph_conrad,gutenberg_texts/5658.txt,5,3,0.6
all_authors,pro,f1,1000,kathleen_thompson_norris,gutenberg_texts/3635.txt,5,0,0.0
all_authors,pro,f1,1000,kathleen_thompson_norris,gutenberg_texts/4787.txt,5,0,0.0
all_authors,pro,f1,1000,louis_joseph_vance,gutenberg_texts/8741.txt,5,0,0.0
all_authors,pro,f1,1000,louis_joseph_vance,gutenberg_texts/9378.txt,5,0,0.0
all_authors,pro,f1,1000,luis_senarens,gutenberg_texts/54629.txt,5,0,0.0
all_authors,pro,f1,1000,luis_senarens,gutenberg_texts/54648.txt,5,1,0.2
all_authors,pro,f1,1000,mark_twain,gutenberg_texts/74.txt,5,0,0.0
all_authors,pro,f1,1000,mark_twain,gutenberg_texts/76.txt,5,0,0.0
all_authors,pro,f1,1000,mary_shelley,gutenberg_texts/18247.txt,5,2,0.4
all_authors,pro,f1,1000,mary_shelley,gutenberg_texts/84.txt,5,4,0.8
all_authors,pro,f1,1000,mildred_wirt,gutenberg_texts/34592.txt,5,0,0.0
all_authors,pro,f1,1000,mildred_wirt,gutenberg_texts/34832.txt,5,0,0.0
all_authors,pro,f1,1000,oscar_wilde,gutenberg_texts/174.txt,5,0,0.0
all_authors,pro,f1,1000,oscar_wilde,gutenberg_texts/773.txt,5,0,0.0
all_authors,pro,f1,1000,robert_sidney_bowen,gutenberg_texts/32331.txt,5,2,0.4
all_authors,pro,f1,1000,robert_sidney_bowen,gutenberg_texts/32440.txt,5,0,0.0
all_authors,pro,f1,1000,susan_warner,gutenberg_texts/16918.txt,5,0,0.0
all_authors,pro,f1,1000,susan_warner,gutenberg_texts/8874.txt,5,0,0.0
all_authors,pro,f1,2000,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,5,1,0.2
all_authors,pro,f1,2000,agnes_may_fleming,gutenberg_texts/7063.txt,5,0,0.0
all_authors,pro,f1,2000,arthur_conan_doyle,gutenberg_texts/1661.txt,4,4,1.0
all_authors,pro,f1,2000,arthur_conan_doyle,gutenberg_texts/244.txt,3,0,0.0
all_authors,pro,f1,2000,arthur_conan_doyle,gutenberg_texts/2852.txt,3,0,0.0
all_authors,pro,f1,2000,arthur_scott_bailey,gutenberg_texts/18656.txt,5,4,0.8
all_authors,pro,f1,2000,arthur_scott_bailey,gutenberg_texts/9462.txt,5,1,0.2
all_authors,pro,f1,2000,charles_dickens,gutenberg_texts/1400.txt,3,0,0.0
all_authors,pro,f1,2000,charles_dickens,gutenberg_texts/46.txt,4,2,0.5
