feature,fold,author,held_out_book,reference_books,consistency_C,nearest_other_D,nearest_other,margin_D_over_C,document_correct,chunk_size,chunk_correct,chunk_total,chunk_accuracy
f1,0,luis_senarens,gutenberg_texts/54629.txt,gutenberg_texts/54648.txt;gutenberg_texts/55562.txt,0.010061151938927471,0.05309125533296877,agnes_may_fleming,5.276856532456695,1,2000,1,3,0.3333333333333333
f1,0,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/24267.txt;gutenberg_texts/21108.txt,0.0048006900881638484,0.0235376518368995,charles_dickens,4.902972573658072,1,2000,6,6,1.0
f1,0,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31589.txt;gutenberg_texts/32059.txt,0.006637556820603114,0.02398214655328092,ethel_m_dell,3.6130984941386624,1,2000,4,4,1.0
f1,0,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/4787.txt;gutenberg_texts/28301.txt,0.009874123833758217,0.020348148183604153,agnes_may_fleming,2.060754809863407,1,2000,3,3,1.0
f1,0,arthur_scott_bailey,gutenberg_texts/9462.txt,gutenberg_texts/18656.txt;gutenberg_texts/24589.txt,0.013058916610950598,0.03654246654249644,harold_l_goodwin,2.7982770417458394,1,2000,1,1,1.0
f1,0,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9378.txt;gutenberg_texts/9779.txt,0.016428581698216996,0.010955030612672573,charlotte_bronte,0.6668275334967917,1,2000,5,6,0.8333333333333334
f1,0,susan_warner,gutenberg_texts/16918.txt,gutenberg_texts/8874.txt;gutenberg_texts/29824.txt,0.016278565626881063,0.04882974109678166,louis_joseph_vance,2.999634133375259,1,2000,23,23,1.0
f1,0,ethel_m_dell,gutenberg_texts/12360.txt,gutenberg_texts/13960.txt;gutenberg_texts/13547.txt,0.008160808684125827,0.020124355986793307,robert_sidney_bowen,2.4659757097282076,1,2000,9,11,0.8181818181818182
f1,1,jane_austen,gutenberg_texts/161.txt,full_books/jane_austen_full.txt;gutenberg_texts/1342.txt,0.008340483311210702,0.015898176632186546,mark_twain,1.9061457278881326,1,2000,7,9,0.7777777777777778
f1,1,herbert_george_wells,gutenberg_texts/35.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/36.txt,0.10973994341170341,0.013846498949772594,oscar_wilde,0.12617556123412316,0,2000,1,2,0.5
f1,1,agnes_may_fleming,gutenberg_texts/7063.txt,full_books/agnes_may_fleming_full.txt;gutenberg_texts/15317.txt,0.041687968806174217,0.019584918002182847,kathleen_thompson_norris,0.4697978472695991,0,2000,3,15,0.2
f1,1,charles_dickens,gutenberg_texts/98.txt,gutenberg_texts/46.txt;gutenberg_texts/1400.txt,0.0333328279095491,0.0137758062771897,louis_joseph_vance,0.41328045476883296,1,2000,13,14,0.9285714285714286
f1,1,mark_twain,gutenberg_texts/76.txt,gutenberg_texts/74.txt;gutenberg_texts/86.txt,0.04773074601351213,0.017216815785773318,jane_austen,0.36070703317520736,1,2000,5,9,0.5555555555555556
f1,1,arthur_conan_doyle,gutenberg_texts/244.txt,gutenberg_texts/1661.txt;gutenberg_texts/2852.txt,0.009523908044283921,0.016313840079117507,oscar_wilde,1.7129354885895587,0,2000,2,3,0.6666666666666666
f1,1,mary_shelley,gutenberg_texts/18247.txt,gutenberg_texts/84.txt;gutenberg_texts/15238.txt,0.09264619980877542,0.04743947930356284,jane_austen,0.5120499211136492,1,2000,13,13,1.0
f1,1,charlotte_bronte,gutenberg_texts/30486.txt,gutenberg_texts/1260.txt;gutenberg_texts/9182.txt,0.01898355097441322,0.0473987386103594,mark_twain,2.4968320560386883,0,2000,0,23,0.0
f1,1,oscar_wilde,gutenberg_texts/773.txt,gutenberg_texts/174.txt;gutenberg_texts/14522.txt,0.14987768606370339,0.011851635817650719,herbert_george_wells,0.07907538559551386,0,2000,0,2,0.0
f1,1,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/219.txt;gutenberg_texts/2021.txt,0.07194800179427967,0.020173155429720462,herbert_george_wells,0.280385207742133,1,2000,6,10,0.6
f1,1,mildred_wirt,gutenberg_texts/34832.txt,gutenberg_texts/34592.txt;gutenberg_texts/35082.txt,0.005414499957935425,0.034606889251256955,ethel_m_dell,6.3915208274288595,1,2000,5,5,1.0
f1,1,robert_sidney_bowen,gutenberg_texts/32331.txt,gutenberg_texts/32440.txt;gutenberg_texts/32542.txt,0.020605034338530122,0.013662982467837493,ethel_m_dell,0.6630895267322401,1,2000,3,4,0.75
f1,1,luis_senarens,gutenberg_texts/54648.txt,gutenberg_texts/54629.txt;gutenberg_texts/55562.txt,0.012697303118210065,0.05483703278738168,mark_twain,4.31879370578593,1,2000,0,3,0.0
f1,1,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21107.txt;gutenberg_texts/21108.txt,0.010533376720089423,0.03111139528649519,charles_dickens,2.953601310694513,1,2000,5,7,0.7142857142857143
f1,1,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31581.txt;gutenberg_texts/32059.txt,0.003314174863882445,0.02082164458323454,ethel_m_dell,6.282602891641837,1,2000,4,4,1.0
f1,1,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/3635.txt;gutenberg_texts/28301.txt,0.005773857909479228,0.018247469501639964,agnes_may_fleming,3.160359985943227,1,2000,5,14,0.35714285714285715
f1,1,arthur_scott_bailey,gutenberg_texts/18656.txt,gutenberg_texts/9462.txt;gutenberg_texts/24589.txt,0.007746552035037424,0.029485714230700014,harold_l_goodwin,3.806301706531759,1,2000,1,1,1.0
f1,1,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/8741.txt;gutenberg_texts/9779.txt,0.008701368317991218,0.014148709095535731,charles_dickens,1.6260326627343682,1,2000,5,6,0.8333333333333334
f1,1,susan_warner,gutenberg_texts/8874.txt,gutenberg_texts/16918.txt;gutenberg_texts/29824.txt,0.019224226627823904,0.05630646513579874,louis_joseph_vance,2.928932654919101,1,2000,24,25,0.96
f1,1,ethel_m_dell,gutenberg_texts/13960.txt,gutenberg_texts/12360.txt;gutenberg_texts/13547.txt,0.0070453195121240745,0.017970000827530797,robert_sidney_bowen,2.5506296480389246,1,2000,11,11,1.0
f1,2,jane_austen,gutenberg_texts/1342.txt,full_books/jane_austen_full.txt;gutenberg_texts/161.txt,0.0075438759260652525,0.02937730276100529,charles_dickens,3.89419219628231,1,2000,7,10,0.7
f1,2,herbert_george_wells,gutenberg_texts/36.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/35.txt,0.09761683220594981,0.010791241141140079,oscar_wilde,0.1105469302504404,0,2000,0,4,0.0
f1,2,agnes_may_fleming,gutenberg_texts/15317.txt,full_books/agnes_may_fleming_full.txt;gutenberg_texts/7063.txt,0.03775610929775194,0.01020164752608504,charles_dickens,0.27019859079315844,1,2000,5,9,0.5555555555555556
f1,2,charles_dickens,gutenberg_texts/1400.txt,gutenberg_texts/46.txt;gutenberg_texts/98.txt,0.017490881654957317,0.012775785211079646,agnes_may_fleming,0.7304254561380956,1,2000,16,17,0.9411764705882353
f1,2,mark_twain,gutenberg_texts/86.txt,gutenberg_texts/74.txt;gutenberg_texts/76.txt,0.029750091320481172,0.011466478648180053,charlotte_bronte,0.3854266706161693,1,2000,5,9,0.5555555555555556
f1,2,arthur_conan_doyle,gutenberg_texts/2852.txt,gutenberg_texts/1661.txt;gutenberg_texts/244.txt,0.007613262232184589,0.016133015407535953,herbert_george_wells,2.119067347941155,1,2000,3,5,0.6
f1,2,mary_shelley,gutenberg_texts/15238.txt,gutenberg_texts/84.txt;gutenberg_texts/18247.txt,0.023662295584045274,0.05197172768897961,jane_austen,2.196394153913895,0,2000,2,2,1.0
f1,2,charlotte_bronte,gutenberg_texts/9182.txt,gutenberg_texts/1260.txt;gutenberg_texts/30486.txt,0.12737109452961964,0.012711573031431935,mark_twain,0.09979951164254076,1,2000,17,19,0.8947368421052632
f1,2,oscar_wilde,gutenberg_texts/14522.txt,gutenberg_texts/174.txt;gutenberg_texts/773.txt,0.300878069850516,0.01021204014438819,herbert_george_wells,0.03394079252589527,0,2000,0,0,nan
f1,2,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/219.txt;gutenberg_texts/5658.txt,0.0704158906225753,0.02972241148103879,oscar_wilde,0.42209806931718047,1,2000,7,13,0.5384615384615384
f1,2,mildred_wirt,gutenberg_texts/35082.txt,gutenberg_texts/34592.txt;gutenberg_texts/34832.txt,0.008207720387882656,0.024226146887668196,ethel_m_dell,2.9516291665386287,1,2000,5,5,1.0
f1,2,robert_sidney_bowen,gutenberg_texts/32542.txt,gutenberg_texts/32440.txt;gutenberg_texts/32331.txt,0.01704185948255567,0.01116305092144843,ethel_m_dell,0.655037141508831,1,2000,4,4,1.0
f1,2,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/54629.txt;gutenberg_texts/54648.txt,0.005949620002338922,0.04374505051642267,herbert_george_wells,7.352578904068758,1,2000,0,3,0.0
f1,2,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21107.txt;gutenberg_texts/24267.txt,0.011897062815076504,0.027451434646421073,charles_dickens,2.3074127684383874,1,2000,10,10,1.0
f1,2,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31581.txt;gutenberg_texts/31589.txt,0.003856052610548443,0.02208893677949396,ethel_m_dell,5.7283805514137605,1,2000,4,4,1.0
f1,2,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/3635.txt;gutenberg_texts/4787.txt,0.0034012495042634676,0.015732142091020394,agnes_may_fleming,4.625400774421326,1,2000,6,9,0.6666666666666666
f1,2,arthur_scott_bailey,gutenberg_texts/24589.txt,gutenberg_texts/9462.txt;gutenberg_texts/18656.txt,0.019345885881600477,0.02407717183408014,ethel_m_dell,1.2445628999072875,1,2000,0,1,0.0
f1,2,louis_joseph_vance,gutenberg_texts/9779.txt,gutenberg_texts/8741.txt;gutenberg_texts/9378.txt,0.006749150315604282,0.01492726754616075,mark_twain,2.211725454039505,0,2000,3,9,0.3333333333333333
f1,2,susan_warner,gutenberg_texts/29824.txt,gutenberg_texts/16918.txt;gutenberg_texts/8874.txt,0.0038578400833452708,0.03162020200096914,mildred_wirt,8.19634855718284,1,2000,11,14,0.7857142857142857
f1,2,ethel_m_dell,gutenberg_texts/13547.txt,gutenberg_texts/12360.txt;gutenberg_texts/13960.txt,0.0074107996000414315,0.012822698023151958,robert_sidney_bowen,1.7302718620377038,1,2000,15,17,0.8823529411764706
f3,0,jane_austen,full_books/jane_austen_full.txt,gutenberg_texts/161.txt;gutenberg_texts/1342.txt,0.030597767557683772,0.042058989276452935,charlotte_bronte,1.3745770568771774,1,2000,9,12,0.75
f3,0,herbert_george_wells,full_books/herbert_george_wells_full.txt,gutenberg_texts/35.txt;gutenberg_texts/36.txt,0.05256416679062842,0.05699114750274537,joseph_conrad,1.0842205057629912,0,2000,0,5,0.0
f3,0,agnes_may_fleming,full_books/agnes_may_fleming_full.txt,gutenberg_texts/7063.txt;gutenberg_texts/15317.txt,0.04617139556757152,0.0628507012525568,louis_joseph_vance,1.3612475966981599,0,2000,0,9,0.0
f3,0,charles_dickens,gutenberg_texts/46.txt,gutenberg_texts/98.txt;gutenberg_texts/1400.txt,0.02158174559992672,0.043686942839118115,louis_joseph_vance,2.0242543698256945,0,2000,1,3,0.3333333333333333
f3,0,mark_twain,gutenberg_texts/74.txt,gutenberg_texts/76.txt;gutenberg_texts/86.txt,0.022662741078238492,0.07092303448940811,charlotte_bronte,3.1294993948243417,1,2000,3,6,0.5
f3,0,arthur_conan_doyle,gutenberg_texts/1661.txt,gutenberg_texts/244.txt;gutenberg_texts/2852.txt,0.071320642464181,0.07596573497419322,agnes_may_fleming,1.0651297064849787,1,2000,9,9,1.0
f3,0,mary_shelley,gutenberg_texts/84.txt,gutenberg_texts/18247.txt;gutenberg_texts/15238.txt,0.20946683262853047,0.14344650976037204,jane_austen,0.6848172952266901,1,2000,5,5,1.0
f3,0,charlotte_bronte,gutenberg_texts/1260.txt,gutenberg_texts/30486.txt;gutenberg_texts/9182.txt,0.16604768846097523,0.043842269157490815,louis_joseph_vance,0.2640342034499004,1,2000,18,18,1.0
f3,0,oscar_wilde,gutenberg_texts/174.txt,gutenberg_texts/773.txt;gutenberg_texts/14522.txt,0.41470554162165774,0.11916076287092475,mary_shelley,0.2873382458429672,0,2000,0,7,0.0
f3,0,joseph_conrad,gutenberg_texts/219.txt,gutenberg_texts/5658.txt;gutenberg_texts/2021.txt,0.02982985014235629,0.06376866109358906,herbert_george_wells,2.1377466125128817,0,2000,0,2,0.0
f3,0,mildred_wirt,gutenberg_texts/34592.txt,gutenberg_texts/34832.txt;gutenberg_texts/35082.txt,0.02052197213789312,0.07236404963291439,ethel_m_dell,3.526174246153304,1,2000,4,4,1.0
f3,0,robert_sidney_bowen,gutenberg_texts/32440.txt,gutenberg_texts/32331.txt;gutenberg_texts/32542.txt,0.008721859596692848,0.05792085738361857,ethel_m_dell,6.640883946994627,1,2000,1,4,0.25
f3,0,luis_senarens,gutenberg_texts/54629.txt,gutenberg_texts/54648.txt;gutenberg_texts/55562.txt,0.040143713391257774,0.20977616220661444,agnes_may_fleming,5.225629232703173,1,2000,1,3,0.3333333333333333
f3,0,john_c_hutcheson,gutenberg_texts/21107.txt,gutenberg_texts/24267.txt;gutenberg_texts/21108.txt,0.018938057525225593,0.06684825862271036,charles_dickens,3.529837130004919,1,2000,6,6,1.0
f3,0,harold_l_goodwin,gutenberg_texts/31581.txt,gutenberg_texts/31589.txt;gutenberg_texts/32059.txt,0.01732984942930784,0.05612973725352426,ethel_m_dell,3.238905074304855,1,2000,4,4,1.0
f3,0,kathleen_thompson_norris,gutenberg_texts/3635.txt,gutenberg_texts/4787.txt;gutenberg_texts/28301.txt,0.026818150407277315,0.05974314416812224,agnes_may_fleming,2.227713069724244,1,2000,3,3,1.0
f3,0,arthur_scott_bailey,gutenberg_texts/9462.txt,gutenberg_texts/18656.txt;gutenberg_texts/24589.txt,0.04557656530035291,0.09510741070189556,ethel_m_dell,2.0867612571313954,1,2000,1,1,1.0
f3,0,louis_joseph_vance,gutenberg_texts/8741.txt,gutenberg_texts/9378.txt;gutenberg_texts/9779.txt,0.043050607128612174,0.041681076390394714,charlotte_bronte,0.9681878879402087,1,2000,5,6,0.8333333333333334
f3,0,susan_warner,gutenberg_texts/16918.txt,gutenberg_texts/8874.txt;gutenberg_texts/29824.txt,0.04722313731535113,0.1041799217789477,louis_joseph_vance,2.2061202982606845,1,2000,23,23,1.0
f3,0,ethel_m_dell,gutenberg_texts/12360.txt,gutenberg_texts/13960.txt;gutenberg_texts/13547.txt,0.01721614528239616,0.061164508376144,robert_sidney_bowen,3.5527411840957153,1,2000,11,11,1.0
f3,1,jane_austen,gutenberg_texts/161.txt,full_books/jane_austen_full.txt;gutenberg_texts/1342.txt,0.030587801535143788,0.06235109310610106,mark_twain,2.0384300269001976,1,2000,8,9,0.8888888888888888
f3,1,herbert_george_wells,gutenberg_texts/35.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/36.txt,0.23014200317461941,0.04937238476436722,joseph_conrad,0.21453009048029403,0,2000,1,2,0.5
f3,1,agnes_may_fleming,gutenberg_texts/7063.txt,full_books/agnes_may_fleming_full.txt;gutenberg_texts/15317.txt,0.11171319962331983,0.050629533156496556,louis_joseph_vance,0.4532099458901165,0,2000,4,15,0.26666666666666666
f3,1,charles_dickens,gutenberg_texts/98.txt,gutenberg_texts/46.txt;gutenberg_texts/1400.txt,0.07766016660573472,0.037253876826023706,louis_joseph_vance,0.4797037973811499,1,2000,13,14,0.9285714285714286
f3,1,mark_twain,gutenberg_texts/76.txt,gutenberg_texts/74.txt;gutenberg_texts/86.txt,0.0989988526632066,0.06870163621662752,jane_austen,0.6939639639092586,1,2000,9,9,1.0
f3,1,arthur_conan_doyle,gutenberg_texts/244.txt,gutenberg_texts/1661.txt;gutenberg_texts/2852.txt,0.024007936253937302,0.0556628913166176,oscar_wilde,2.318520456229922,1,2000,2,3,0.6666666666666666
f3,1,mary_shelley,gutenberg_texts/18247.txt,gutenberg_texts/84.txt;gutenberg_texts/15238.txt,0.1998932443648036,0.11039595598445807,jane_austen,0.552274572035993,1,2000,13,13,1.0
f3,1,charlotte_bronte,gutenberg_texts/30486.txt,gutenberg_texts/1260.txt;gutenberg_texts/9182.txt,0.044693230330552454,0.17871899542951475,jane_austen,3.9987934214578758,0,2000,0,23,0.0
f3,1,oscar_wilde,gutenberg_texts/773.txt,gutenberg_texts/174.txt;gutenberg_texts/14522.txt,0.3534034226487828,0.054521001732330786,herbert_george_wells,0.15427411914602343,0,2000,0,2,0.0
f3,1,joseph_conrad,gutenberg_texts/5658.txt,gutenberg_texts/219.txt;gutenberg_texts/2021.txt,0.18318507319798666,0.05055501451544617,herbert_george_wells,0.2759778055759284,1,2000,8,10,0.8
f3,1,mildred_wirt,gutenberg_texts/34832.txt,gutenberg_texts/34592.txt;gutenberg_texts/35082.txt,0.0212063135713235,0.08421703597700314,ethel_m_dell,3.97131899864419,1,2000,5,5,1.0
f3,1,robert_sidney_bowen,gutenberg_texts/32331.txt,gutenberg_texts/32440.txt;gutenberg_texts/32542.txt,0.0372496397887252,0.04521995819494109,ethel_m_dell,1.2139703484764532,1,2000,3,4,0.75
f3,1,luis_senarens,gutenberg_texts/54648.txt,gutenberg_texts/54629.txt;gutenberg_texts/55562.txt,0.036768549428838816,0.16050001442515516,herbert_george_wells,4.365144040718386,1,2000,1,3,0.3333333333333333
f3,1,john_c_hutcheson,gutenberg_texts/24267.txt,gutenberg_texts/21107.txt;gutenberg_texts/21108.txt,0.02246420975733639,0.08443007936734137,charles_dickens,3.7584264160357606,1,2000,7,7,1.0
f3,1,harold_l_goodwin,gutenberg_texts/31589.txt,gutenberg_texts/31581.txt;gutenberg_texts/32059.txt,0.01434712147706815,0.0568878993668233,ethel_m_dell,3.9651089215178517,1,2000,4,4,1.0
f3,1,kathleen_thompson_norris,gutenberg_texts/4787.txt,gutenberg_texts/3635.txt;gutenberg_texts/28301.txt,0.02362373882852427,0.049289193774950474,agnes_may_fleming,2.0864264599571634,1,2000,12,14,0.8571428571428571
f3,1,arthur_scott_bailey,gutenberg_texts/18656.txt,gutenberg_texts/9462.txt;gutenberg_texts/24589.txt,0.02664806131567737,0.08504497725225323,ethel_m_dell,3.191413298130632,1,2000,1,1,1.0
f3,1,louis_joseph_vance,gutenberg_texts/9378.txt,gutenberg_texts/8741.txt;gutenberg_texts/9779.txt,0.02412445574336152,0.04016866912004814,charles_dickens,1.665060117723137,1,2000,5,6,0.8333333333333334
f3,1,susan_warner,gutenberg_texts/8874.txt,gutenberg_texts/16918.txt;gutenberg_texts/29824.txt,0.044760183640436865,0.11274476766573995,louis_joseph_vance,2.5188629379054874,1,2000,24,25,0.96
f3,1,ethel_m_dell,gutenberg_texts/13960.txt,gutenberg_texts/12360.txt;gutenberg_texts/13547.txt,0.021057225483397952,0.05260547865653943,robert_sidney_bowen,2.498215099516074,1,2000,10,11,0.9090909090909091
f3,2,jane_austen,gutenberg_texts/1342.txt,full_books/jane_austen_full.txt;gutenberg_texts/161.txt,0.023947194233857355,0.07508814217760282,charles_dickens,3.135571601596677,1,2000,7,10,0.7
f3,2,herbert_george_wells,gutenberg_texts/36.txt,full_books/herbert_george_wells_full.txt;gutenberg_texts/35.txt,0.19604343178943173,0.05116868795972354,oscar_wilde,0.2610068977709149,0,2000,1,4,0.25
f3,2,agnes_may_fleming,gutenberg_texts/15317.txt,full_books/agnes_may_fleming_full.txt;gutenberg_texts/7063.txt,0.1244100287898478,0.030783628350992784,charles_dickens,0.24743687185373284,1,2000,7,9,0.7777777777777778
f3,2,charles_dickens,gutenberg_texts/1400.txt,gutenberg_texts/46.txt;gutenberg_texts/98.txt,0.054960114363099694,0.03472882158451065,agnes_may_fleming,0.6318913631633131,1,2000,17,17,1.0
f3,2,mark_twain,gutenberg_texts/86.txt,gutenberg_texts/74.txt;gutenberg_texts/76.txt,0.06562610022273271,0.07803193206423466,louis_joseph_vance,1.1890380778287446,1,2000,8,9,0.8888888888888888
f3,2,arthur_conan_doyle,gutenberg_texts/2852.txt,gutenberg_texts/1661.txt;gutenberg_texts/244.txt,0.03932098306894384,0.049213379476237835,herbert_george_wells,1.2515805973098144,1,2000,5,5,1.0
f3,2,mary_shelley,gutenberg_texts/15238.txt,gutenberg_texts/84.txt;gutenberg_texts/18247.txt,0.058320401766031996,0.10886979615870883,jane_austen,1.8667531920556608,0,2000,2,2,1.0
f3,2,charlotte_bronte,gutenberg_texts/9182.txt,gutenberg_texts/1260.txt;gutenberg_texts/30486.txt,0.27601316008632243,0.058919646062302,louis_joseph_vance,0.21346680007531174,1,2000,18,19,0.9473684210526315
f3,2,oscar_wilde,gutenberg_texts/14522.txt,gutenberg_texts/174.txt;gutenberg_texts/773.txt,0.5944054790651611,0.048371680614594646,herbert_george_wells,0.08137825494251871,0,2000,0,0,nan
f3,2,joseph_conrad,gutenberg_texts/2021.txt,gutenberg_texts/219.txt;gutenberg_texts/5658.txt,0.18241064541839627,0.0760829537835516,oscar_wilde,0.41709711409133887,1,2000,10,13,0.7692307692307693
f3,2,mildred_wirt,gutenberg_texts/35082.txt,gutenberg_texts/34592.txt;gutenberg_texts/34832.txt,0.02402648470755149,0.07023668186369662,ethel_m_dell,2.923302460539362,1,2000,5,5,1.0
f3,2,robert_sidney_bowen,gutenberg_texts/32542.txt,gutenberg_texts/32440.txt;gutenberg_texts/32331.txt,0.048891103219403514,0.03863198690020746,ethel_m_dell,0.7901639430561161,1,2000,4,4,1.0
f3,2,luis_senarens,gutenberg_texts/55562.txt,gutenberg_texts/54629.txt;gutenberg_texts/54648.txt,0.02387084579377949,0.15736538388909643,herbert_george_wells,6.592367327432709,1,2000,1,3,0.3333333333333333
f3,2,john_c_hutcheson,gutenberg_texts/21108.txt,gutenberg_texts/21107.txt;gutenberg_texts/24267.txt,0.0269117891641628,0.07826576800807288,charles_dickens,2.9082335451815973,1,2000,10,10,1.0
f3,2,harold_l_goodwin,gutenberg_texts/32059.txt,gutenberg_texts/31581.txt;gutenberg_texts/31589.txt,0.018280388581713464,0.05559872033158747,ethel_m_dell,3.0414408360665206,1,2000,4,4,1.0
f3,2,kathleen_thompson_norris,gutenberg_texts/28301.txt,gutenberg_texts/3635.txt;gutenberg_texts/4787.txt,0.011376199515180162,0.05337975325331291,agnes_may_fleming,4.692230756157545,1,2000,7,9,0.7777777777777778
f3,2,arthur_scott_bailey,gutenberg_texts/24589.txt,gutenberg_texts/9462.txt;gutenberg_texts/18656.txt,0.04876283367378781,0.05516089085686716,ethel_m_dell,1.1312076575754577,1,2000,0,1,0.0
f3,2,louis_joseph_vance,gutenberg_texts/9779.txt,gutenberg_texts/8741.txt;gutenberg_texts/9378.txt,0.024850106844706524,0.050031823218520996,charles_dickens,2.013344390476075,1,2000,5,9,0.5555555555555556
f3,2,susan_warner,gutenberg_texts/29824.txt,gutenberg_texts/16918.txt;gutenberg_texts/8874.txt,0.012456615869352558,0.08761868214625405,mildred_wirt,7.033907368198238,1,2000,10,14,0.7142857142857143
f3,2,ethel_m_dell,gutenberg_texts/13547.txt,gutenberg_texts/12360.txt;gutenberg_texts/13960.txt,0.018983238399449594,0.04088498274522291,robert_sidney_bowen,2.153741204999477,1,2000,16,17,0.9411764705882353
