experiment,author_set,condition,policy,unit,chunk_size,feature,author,n,correct,accuracy_pct,chance_pct,binomial_p_greater_than_chance,most_predicted,skipped
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,joseph_conrad,25,10,40.0,5.0,1.5919116492738945e-07,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,mildred_wirt,14,14,100.0,5.0,6.103515625000005e-19,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,robert_sidney_bowen,12,7,58.333333333333336,5.0,4.949004731445312e-07,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,luis_senarens,9,1,11.11111111111111,5.0,0.36975059027539064,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,john_c_hutcheson,23,23,100.0,5.0,1.192092895507814e-30,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,harold_l_goodwin,12,12,100.0,5.0,2.4414062500000014e-16,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,kathleen_thompson_norris,26,17,65.38461538461539,5.0,1.5428451107329022e-16,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,arthur_scott_bailey,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,louis_joseph_vance,21,11,52.38095238095238,5.0,1.0780979585250555e-09,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,susan_warner,62,59,95.16129032258064,5.0,5.639829098527689e-73,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f1,ethel_m_dell,39,33,84.61538461538461,5.0,2.818149127470337e-37,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,ALL,225,168,74.66666666666667,5.0,1.7986297350344403e-166,susan_warner:32; charles_dickens:24; ethel_m_dell:21,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,jane_austen,15,13,86.66666666666667,5.0,1.1654968261718756e-15,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,herbert_george_wells,5,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,agnes_may_fleming,15,7,46.666666666666664,5.0,3.51819989673471e-06,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,charles_dickens,16,15,93.75,5.0,4.653930664062503e-19,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,mark_twain,11,5,45.45454545454545,5.0,0.0001119302367675781,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,arthur_conan_doyle,7,7,100.0,5.0,7.812500000000003e-10,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,mary_shelley,9,9,100.0,5.0,1.953125000000001e-12,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,charlotte_bronte,29,17,58.62068965517241,5.0,2.2168905622274217e-15,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,oscar_wilde,4,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,joseph_conrad,12,6,50.0,5.0,1.1107789644042964e-05,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,mildred_wirt,6,6,100.0,5.0,1.5625000000000006e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,robert_sidney_bowen,6,4,66.66666666666667,5.0,8.640625000000002e-05,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,luis_senarens,3,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,john_c_hutcheson,11,11,100.0,5.0,4.882812500000003e-15,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,harold_l_goodwin,6,6,100.0,5.0,1.5625000000000006e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,kathleen_thompson_norris,12,7,58.333333333333336,5.0,4.949004731445312e-07,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,louis_joseph_vance,10,7,70.0,5.0,8.198398437500002e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,susan_warner,30,30,100.0,5.0,9.3132257461548e-40,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f1,ethel_m_dell,18,18,100.0,5.0,3.814697265625004e-24,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,ALL,60,48,80.0,5.0,2.7214429450856365e-51,arthur_conan_doyle:5; joseph_conrad:5; louis_joseph_vance:5,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,jane_austen,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,herbert_george_wells,3,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,agnes_may_fleming,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,charles_dickens,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,mark_twain,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,arthur_conan_doyle,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,mary_shelley,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,charlotte_bronte,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,oscar_wilde,3,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,joseph_conrad,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,mildred_wirt,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,robert_sidney_bowen,3,2,66.66666666666667,5.0,0.007250000000000001,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,luis_senarens,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,john_c_hutcheson,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,harold_l_goodwin,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,kathleen_thompson_norris,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,arthur_scott_bailey,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,louis_joseph_vance,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,susan_warner,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,document,,f3,ethel_m_dell,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,ALL,1003,685,68.2951146560319,5.0,0.0,susan_warner:123; charlotte_bronte:93; ethel_m_dell:84,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,jane_austen,65,39,60.0,5.0,4.975698498930571e-34,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,herbert_george_wells,22,2,9.090909090909092,5.0,0.3018486661093637,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,agnes_may_fleming,67,22,32.83582089552239,5.0,7.163356506556832e-13,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,charles_dickens,69,51,73.91304347826087,5.0,3.095924190167394e-51,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,mark_twain,50,32,64.0,5.0,1.7188816640964114e-29,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,arthur_conan_doyle,36,28,77.77777777777777,5.0,7.588572393524064e-30,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,mary_shelley,42,36,85.71428571428571,5.0,5.659640646037325e-41,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,charlotte_bronte,121,70,57.85123966942149,5.0,2.8031631259531385e-58,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,oscar_wilde,21,1,4.761904761904762,5.0,0.6594383737118849,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,joseph_conrad,53,32,60.37735849056604,5.0,2.6085562766193563e-28,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,mildred_wirt,29,28,96.55172413793103,5.0,1.0281801223754898e-35,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,robert_sidney_bowen,27,18,66.66666666666667,5.0,1.1555056765941719e-17,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,luis_senarens,18,6,33.333333333333336,5.0,0.00017196620536117982,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,john_c_hutcheson,49,46,93.87755102040816,5.0,2.2523438047983348e-56,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,harold_l_goodwin,24,22,91.66666666666667,5.0,5.96600770950318e-27,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,kathleen_thompson_norris,53,41,77.35849056603773,5.0,6.655514080312065e-43,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,arthur_scott_bailey,6,6,100.0,5.0,1.5625000000000006e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,louis_joseph_vance,44,26,59.09090909090909,5.0,6.314597275481313e-23,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,susan_warner,127,112,88.18897637795276,5.0,1.0484064114909168e-127,,0
human_attribution,all_authors,,leave_one_book_out,chunk,1000,f3,ethel_m_dell,80,67,83.75,5.0,1.1073464031968804e-73,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,ALL,485,372,76.70103092783505,5.0,0.0,susan_warner:63; ethel_m_dell:45; charles_dickens:44,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,jane_austen,31,26,83.87096774193549,5.0,1.9783526990283304e-29,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,herbert_george_wells,11,1,9.090909090909092,5.0,0.43119990772354,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,agnes_may_fleming,33,11,33.333333333333336,5.0,3.3795174715561236e-07,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,charles_dickens,34,31,91.17647058823529,5.0,2.4009160697460204e-37,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,mark_twain,24,19,79.16666666666667,5.0,6.356411311089997e-21,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,arthur_conan_doyle,17,16,94.11764705882354,5.0,2.4719238281250023e-20,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,mary_shelley,20,19,95.0,5.0,3.633499145507817e-24,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,charlotte_bronte,60,35,58.333333333333336,5.0,4.3497727184908084e-30,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,oscar_wilde,9,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,joseph_conrad,25,17,68.0,5.0,5.60496639791637e-17,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,mildred_wirt,14,14,100.0,5.0,6.103515625000005e-19,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,robert_sidney_bowen,12,8,66.66666666666667,5.0,1.612351806640625e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,luis_senarens,9,3,33.333333333333336,5.0,0.008361039546874997,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,john_c_hutcheson,23,23,100.0,5.0,1.192092895507814e-30,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,harold_l_goodwin,12,12,100.0,5.0,2.4414062500000014e-16,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,kathleen_thompson_norris,26,22,84.61538461538461,5.0,2.929941073060039e-25,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,arthur_scott_bailey,3,3,100.0,5.0,0.00012500000000000003,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,louis_joseph_vance,21,16,76.19047619047619,5.0,2.440228863525392e-17,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,susan_warner,62,59,95.16129032258064,5.0,5.639829098527689e-73,,0
human_attribution,all_authors,,leave_one_book_out,chunk,2000,f3,ethel_m_dell,39,37,94.87179487179488,5.0,4.8793117457535225e-46,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,ALL,225,182,80.88888888888889,5.0,5.732451701075474e-192,susan_warner:31; charles_dickens:20; ethel_m_dell:20,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,jane_austen,15,14,93.33333333333333,5.0,8.728027343750007e-18,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,herbert_george_wells,5,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,agnes_may_fleming,15,7,46.666666666666664,5.0,3.51819989673471e-06,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,charles_dickens,16,15,93.75,5.0,4.653930664062503e-19,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,mark_twain,11,8,72.72727272727273,5.0,5.624023437500001e-09,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,arthur_conan_doyle,7,7,100.0,5.0,7.812500000000003e-10,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,mary_shelley,9,9,100.0,5.0,1.953125000000001e-12,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,charlotte_bronte,29,18,62.06896551724138,5.0,7.74182122263145e-17,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,oscar_wilde,4,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,joseph_conrad,12,9,75.0,5.0,3.74276123046875e-10,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,mildred_wirt,6,6,100.0,5.0,1.5625000000000006e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,robert_sidney_bowen,6,5,83.33333333333333,5.0,1.7968750000000005e-06,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,luis_senarens,3,0,0.0,5.0,1.0,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,john_c_hutcheson,11,11,100.0,5.0,4.882812500000003e-15,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,harold_l_goodwin,6,6,100.0,5.0,1.5625000000000006e-08,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,kathleen_thompson_norris,12,11,91.66666666666667,5.0,5.590820312500003e-14,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,louis_joseph_vance,10,8,80.0,5.0,1.6050781250000006e-09,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,susan_warner,30,30,100.0,5.0,9.3132257461548e-40,,0
human_attribution,all_authors,,leave_one_book_out,chunk,4000,f3,ethel_m_dell,18,18,100.0,5.0,3.814697265625004e-24,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,ALL,39,37,94.87179487179488,7.6923076923076925,3.857399747718349e-39,ethel_m_dell:4; louis_joseph_vance:4; arthur_conan_doyle:3,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,arthur_conan_doyle,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,arthur_scott_bailey,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,ethel_m_dell,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,harold_l_goodwin,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,jane_austen,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,john_c_hutcheson,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,kathleen_thompson_norris,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,louis_joseph_vance,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,luis_senarens,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,mark_twain,3,2,66.66666666666667,7.6923076923076925,0.016841147018661816,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,mildred_wirt,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,robert_sidney_bowen,3,2,66.66666666666667,7.6923076923076925,0.016841147018661816,,0
human_attribution,margin_gt_1,,leave_one_book_out,document,,f1,susan_warner,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,ALL,608,460,75.65789473684211,7.6923076923076925,0.0,susan_warner:119; ethel_m_dell:74; jane_austen:73,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,arthur_conan_doyle,36,30,83.33333333333333,7.6923076923076925,4.674217260422711e-28,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,arthur_scott_bailey,6,6,100.0,7.6923076923076925,2.0717621103300345e-07,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,ethel_m_dell,80,59,73.75,7.6923076923076925,3.6688406419110635e-48,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,harold_l_goodwin,24,22,91.66666666666667,7.6923076923076925,7.375265877457991e-23,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,jane_austen,65,45,69.23076923076923,7.6923076923076925,4.422679250074e-35,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,john_c_hutcheson,49,45,91.83673469387755,7.6923076923076925,1.1554066878981278e-45,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,kathleen_thompson_norris,53,47,88.67924528301887,7.6923076923076925,6.332174073136303e-46,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,louis_joseph_vance,44,29,65.9090909090909,7.6923076923076925,3.582423660664576e-22,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,luis_senarens,18,2,11.11111111111111,7.6923076923076925,0.4081357668231305,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,mark_twain,50,18,36.0,7.6923076923076925,1.4387643196527014e-08,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,mildred_wirt,29,27,93.10344827586206,7.6923076923076925,2.9182071422640678e-28,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,robert_sidney_bowen,27,14,51.851851851851855,7.6923076923076925,1.938170494577338e-09,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,1000,f1,susan_warner,127,116,91.33858267716535,7.6923076923076925,5.6337545781906185e-115,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,ALL,293,248,84.64163822525597,7.6923076923076925,3.695382989176933e-225,susan_warner:61; ethel_m_dell:39; jane_austen:35,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,arthur_conan_doyle,17,15,88.23529411764706,7.6923076923076925,2.2876356679755224e-15,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,arthur_scott_bailey,3,3,100.0,7.6923076923076925,0.0004551661356395085,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,ethel_m_dell,39,33,84.61538461538461,7.6923076923076925,3.558602092149914e-31,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,harold_l_goodwin,12,12,100.0,7.6923076923076925,4.292198241799158e-14,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,jane_austen,31,25,80.64516129032258,7.6923076923076925,6.58093540616731e-23,,0
human_attribution,margin_gt_1,,leave_one_book_out,chunk,2000,f1,john_c_hutcheson,23,23,100.0,7.6923076923076925,2.3949855470974915e-26,,0
