author,n_marks,n_included_books,included_books,excluded_books,times_requested,callers
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/31589.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/32059.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/32331.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/32440.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/32542.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/34592.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/34832.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/35.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/35082.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/36.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/3635.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/46.txt,154,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/4787.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/54629.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/54648.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/55562.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/5658.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,37359,2,full_books/agnes_may_fleming_full.txt; gutenberg_texts/15317.txt,gutenberg_texts/7063.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/74.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/76.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/773.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/84.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/86.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/8741.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/8874.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/9182.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/9378.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/9462.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/9779.txt,11,__main__.exp_detection; __main__.exp_human_attribution
agnes_may_fleming,68607,3,full_books/agnes_may_fleming_full.txt; gutenberg_texts/7063.txt; gutenberg_texts/15317.txt,gutenberg_texts/98.txt,141,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,,9721,__main__.exp_detection; __main__.exp_llm_attribution; __main__.exp_separability
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,full_books/agnes_may_fleming_full.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,full_books/herbert_george_wells_full.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,full_books/jane_austen_full.txt,439,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/12360.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/1260.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/1342.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/13547.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/13960.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/1400.txt,128,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/14522.txt,11,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/15238.txt,11,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/15317.txt,11,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/161.txt,199,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,17650,2,gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/1661.txt,239,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/16918.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/174.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/18247.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/18656.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/2021.txt,11,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/21107.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/21108.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/219.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/24267.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,29903,2,gutenberg_texts/1661.txt; gutenberg_texts/2852.txt,gutenberg_texts/244.txt,219,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/24589.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/28301.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,27283,2,gutenberg_texts/1661.txt; gutenberg_texts/244.txt,gutenberg_texts/2852.txt,199,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/29824.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/30486.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/31581.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/31589.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/32059.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/32331.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/32440.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/32542.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/34592.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/34832.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/35.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/35082.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/36.txt,11,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/3635.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/46.txt,154,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/4787.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/54629.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/54648.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/55562.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/5658.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/7063.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/74.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/76.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/773.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/84.txt,206,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/86.txt,19,__main__.exp_detection; __main__.exp_human_attribution
arthur_conan_doyle,37418,3,gutenberg_texts/1661.txt; gutenberg_texts/244.txt; gutenberg_texts/2852.txt,gutenberg_texts/8741.txt,319,__main__.exp_context_drift; __main__.exp_detection; __main__.exp_human_attribution; __main__.exp_llm_attribution
