condition,author_set,feature,window_size,window_index,start_mark,end_mark,target_author,run_id,source_book,target_kl,nearest_other_kl,target_margin,target_rank,target_hit,predicted_author
flash,all_authors,f1,1000,3,2000,3000,jane_austen,4,full_books/jane_austen_full.txt,0.08179367460680603,0.08151039377878751,-0.0002832808280185256,2,False,charles_dickens
flash,all_authors,f1,1000,4,3000,4000,jane_austen,4,full_books/jane_austen_full.txt,0.10885661477805213,0.10983256873132785,0.0009759539532757239,1,True,jane_austen
flash,all_authors,f1,1000,5,4000,5000,jane_austen,4,full_books/jane_austen_full.txt,0.1544234569485302,0.1346018041699658,-0.019821652778564403,5,False,john_c_hutcheson
flash,all_authors,f1,1000,1,0,1000,jane_austen,5,full_books/jane_austen_full.txt,0.07126330894749741,0.037375458855600605,-0.03388785009189681,7,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,jane_austen,5,full_books/jane_austen_full.txt,0.07285113048698141,0.05182121663424877,-0.021029913852732646,5,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,5,full_books/jane_austen_full.txt,0.09078578123278212,0.0816620457915215,-0.00912373544126062,4,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,5,full_books/jane_austen_full.txt,0.08280471666061903,0.04667253224242274,-0.036132184418196295,6,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,5,full_books/jane_austen_full.txt,0.09991975380985564,0.07226710492626975,-0.027652648883585887,5,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,6,gutenberg_texts/161.txt,0.08394896115143836,0.0541756010493975,-0.029773360102040868,5,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,jane_austen,6,gutenberg_texts/161.txt,0.1373036697441194,0.12136459903821067,-0.01593907070590872,7,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,jane_austen,6,gutenberg_texts/161.txt,0.14378267807114817,0.10459340933914629,-0.039189268732001875,6,False,john_c_hutcheson
flash,all_authors,f1,1000,4,3000,4000,jane_austen,6,gutenberg_texts/161.txt,0.15650706666623848,0.12388641229103688,-0.032620654375201605,8,False,charles_dickens
flash,all_authors,f1,1000,5,4000,5000,jane_austen,6,gutenberg_texts/161.txt,0.09773948810980704,0.06107641719256531,-0.036663070917241726,8,False,kathleen_thompson_norris
flash,all_authors,f1,1000,1,0,1000,jane_austen,7,full_books/jane_austen_full.txt,0.09970159664221077,0.07444374400371667,-0.025257852638494102,3,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,jane_austen,7,full_books/jane_austen_full.txt,0.17718090455486152,0.11305592081614493,-0.06412498373871658,4,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,jane_austen,7,full_books/jane_austen_full.txt,0.14389230298414424,0.10114129230422123,-0.04275101067992301,5,False,joseph_conrad
flash,all_authors,f1,1000,4,3000,4000,jane_austen,7,full_books/jane_austen_full.txt,0.11840025399263882,0.10490932339298924,-0.013490930599649578,4,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,jane_austen,7,full_books/jane_austen_full.txt,0.16674989027543355,0.14504028890448467,-0.021709601370948878,4,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,jane_austen,8,full_books/jane_austen_full.txt,0.064360780985257,0.03912565457017195,-0.025235126415085046,6,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,8,full_books/jane_austen_full.txt,0.09824573537358797,0.08116356023503878,-0.01708217513854919,5,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,8,full_books/jane_austen_full.txt,0.13484350323572702,0.106717990281259,-0.028125512954468024,5,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,8,full_books/jane_austen_full.txt,0.14646455002674677,0.11601037822281499,-0.030454171803931784,5,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,jane_austen,8,full_books/jane_austen_full.txt,0.12959963938160593,0.10617468951104901,-0.02342494987055692,4,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,jane_austen,9,gutenberg_texts/161.txt,0.05907869939446816,0.04285535982825936,-0.0162233395662088,5,False,joseph_conrad
flash,all_authors,f1,1000,2,1000,2000,jane_austen,9,gutenberg_texts/161.txt,0.12097087819844811,0.09149946353417863,-0.029471414664269474,7,False,kathleen_thompson_norris
flash,all_authors,f1,1000,3,2000,3000,jane_austen,9,gutenberg_texts/161.txt,0.11198437365800594,0.0767544916852063,-0.03522988197279964,7,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,9,gutenberg_texts/161.txt,0.05486086203788924,0.026448617454843806,-0.02841224458304543,2,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,jane_austen,9,gutenberg_texts/161.txt,0.16245724908508702,0.13473821342523593,-0.027719035659851093,8,False,charles_dickens
flash,all_authors,f1,1000,1,0,1000,jane_austen,10,full_books/jane_austen_full.txt,0.06226053790898104,0.02751789763577895,-0.03474264027320209,5,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,jane_austen,10,full_books/jane_austen_full.txt,0.10707630149393105,0.07265487235467523,-0.03442142913925582,5,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,10,full_books/jane_austen_full.txt,0.08779933168463129,0.05924789361725525,-0.02855143806737604,6,False,herbert_george_wells
flash,all_authors,f1,1000,4,3000,4000,jane_austen,10,full_books/jane_austen_full.txt,0.1363583220100637,0.11314853471437619,-0.023209787295687512,2,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,jane_austen,10,full_books/jane_austen_full.txt,0.11460343814075655,0.09509840210281827,-0.01950503603793828,4,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,11,full_books/jane_austen_full.txt,0.08659815053487656,0.08169239424298866,-0.0049057562918879,2,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,11,full_books/jane_austen_full.txt,0.11135609187639338,0.08144395354513709,-0.02991213833125629,5,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,11,full_books/jane_austen_full.txt,0.05642283482667605,0.037690798435595974,-0.01873203639108008,6,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,11,full_books/jane_austen_full.txt,0.09297281644788628,0.06279361883261002,-0.030179197615276265,4,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,11,full_books/jane_austen_full.txt,0.08368288917342367,0.06417196286340496,-0.019510926310018717,4,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,12,gutenberg_texts/161.txt,0.0866411510852449,0.03783231378757969,-0.048808837297665206,10,False,kathleen_thompson_norris
flash,all_authors,f1,1000,2,1000,2000,jane_austen,12,gutenberg_texts/161.txt,0.08256978642726294,0.047273656523691615,-0.035296129903571324,5,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,12,gutenberg_texts/161.txt,0.09725882901741621,0.04878968837664378,-0.04846914064077243,8,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,12,gutenberg_texts/161.txt,0.09449182942545506,0.06807074106763913,-0.026421088357815925,7,False,charles_dickens
flash,all_authors,f1,1000,5,4000,5000,jane_austen,12,gutenberg_texts/161.txt,0.09125684457067841,0.04198799646707539,-0.04926884810360302,7,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,13,full_books/jane_austen_full.txt,0.059404986049859054,0.03342237970773967,-0.025982606342119387,6,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,13,full_books/jane_austen_full.txt,0.07664052456777207,0.05147537919272528,-0.025165145375046785,6,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,13,full_books/jane_austen_full.txt,0.08878549314196907,0.08051030207502943,-0.008275191066939636,4,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,13,full_books/jane_austen_full.txt,0.08972453425902575,0.06172750305587007,-0.027997031203155685,5,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,13,full_books/jane_austen_full.txt,0.08566569652963615,0.07218521866536,-0.013480477864276155,4,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,14,full_books/jane_austen_full.txt,0.07128450234502019,0.03637122940965921,-0.034913272935360985,6,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,jane_austen,14,full_books/jane_austen_full.txt,0.07037250096539334,0.04851266121162676,-0.021859839753766576,5,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,14,full_books/jane_austen_full.txt,0.08687425550780849,0.06232185639724888,-0.024552399110559606,5,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,14,full_books/jane_austen_full.txt,0.10553199151737738,0.08882812674040999,-0.016703864776967392,4,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,14,full_books/jane_austen_full.txt,0.07311248888847496,0.06854108902873755,-0.00457139985973741,3,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,15,gutenberg_texts/161.txt,0.1259732202582176,0.08114885952336964,-0.04482436073484797,8,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,15,gutenberg_texts/161.txt,0.12620359772658662,0.09957832132005665,-0.02662527640652998,7,False,kathleen_thompson_norris
flash,all_authors,f1,1000,3,2000,3000,jane_austen,15,gutenberg_texts/161.txt,0.12690823504953508,0.10600628172007098,-0.020901953329464096,7,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,15,gutenberg_texts/161.txt,0.18503491482642262,0.1175142682081906,-0.06752064661823202,6,False,joseph_conrad
flash,all_authors,f1,1000,5,4000,5000,jane_austen,15,gutenberg_texts/161.txt,0.11640855675398706,0.061599889962228135,-0.05480866679175893,8,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,16,full_books/jane_austen_full.txt,0.08048907103110542,0.06657757313657843,-0.013911497894526989,5,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,jane_austen,16,full_books/jane_austen_full.txt,0.11278621059786867,0.09055733799992031,-0.022228872597948354,4,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,16,full_books/jane_austen_full.txt,0.10167665322098601,0.08012302604576815,-0.02155362717521786,5,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,16,full_books/jane_austen_full.txt,0.07580522657893916,0.06814538013895031,-0.007659846439988849,4,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,16,full_books/jane_austen_full.txt,0.07905456010537114,0.05486796139252573,-0.02418659871284541,4,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,17,full_books/jane_austen_full.txt,0.08804597579902501,0.07973200692167377,-0.008313968877351238,3,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,17,full_books/jane_austen_full.txt,0.06846978527888495,0.0676608680766825,-0.0008089172022024416,2,False,charles_dickens
flash,all_authors,f1,1000,3,2000,3000,jane_austen,17,full_books/jane_austen_full.txt,0.1321661198245695,0.12410316056477183,-0.008062959259797664,4,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,jane_austen,17,full_books/jane_austen_full.txt,0.11027880828965243,0.09187356142594193,-0.018405246863710506,4,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,17,full_books/jane_austen_full.txt,0.1870370240977891,0.1250302356826846,-0.06200678841510451,3,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,jane_austen,18,gutenberg_texts/161.txt,0.06781736141220321,0.06464905716916564,-0.003168304243037573,3,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,18,gutenberg_texts/161.txt,0.09472546337735711,0.0645970706551369,-0.030128392722220218,7,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,18,gutenberg_texts/161.txt,0.11455723033598951,0.06741263228688311,-0.047144598049106395,5,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,18,gutenberg_texts/161.txt,0.08003324378250293,0.06062737798555076,-0.019405865796952165,7,False,charles_dickens
flash,all_authors,f1,1000,5,4000,5000,jane_austen,18,gutenberg_texts/161.txt,0.08652546934482432,0.05118161102357426,-0.03534385832125005,8,False,charles_dickens
flash,all_authors,f1,1000,1,0,1000,jane_austen,19,full_books/jane_austen_full.txt,0.06616239454980634,0.05722271591376373,-0.008939678636042607,3,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,19,full_books/jane_austen_full.txt,0.10248739257274189,0.10358493965600937,0.0010975470832674805,1,True,jane_austen
flash,all_authors,f1,1000,3,2000,3000,jane_austen,19,full_books/jane_austen_full.txt,0.1062328691123765,0.09378456965376958,-0.012448299458606926,5,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,jane_austen,19,full_books/jane_austen_full.txt,0.07545414691102495,0.08085660332486785,0.005402456413842904,1,True,jane_austen
flash,all_authors,f1,1000,5,4000,5000,jane_austen,19,full_books/jane_austen_full.txt,0.08650820572925336,0.08109319026036267,-0.005415015468890685,2,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,jane_austen,20,full_books/jane_austen_full.txt,0.0711573079901498,0.05607761291996924,-0.01507969507018056,3,False,charles_dickens
flash,all_authors,f1,1000,2,1000,2000,jane_austen,20,full_books/jane_austen_full.txt,0.07403023810503036,0.04965777636547686,-0.0243724617395535,6,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,jane_austen,20,full_books/jane_austen_full.txt,0.14019179418316116,0.11114253223022821,-0.029049261952932948,5,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,jane_austen,20,full_books/jane_austen_full.txt,0.09421924580080923,0.07021808069474184,-0.024001165106067396,4,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,jane_austen,20,full_books/jane_austen_full.txt,0.06068567065343064,0.03159180534828581,-0.02909386530514483,5,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,1,full_books/herbert_george_wells_full.txt,0.10653208570477185,0.018789912597417788,-0.08774217310735406,13,False,arthur_conan_doyle
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,1,full_books/herbert_george_wells_full.txt,0.03515808178107411,0.022150129691832793,-0.013007952089241315,3,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,1,full_books/herbert_george_wells_full.txt,0.03200365019857539,0.046823547625109554,0.014819897426534168,1,True,herbert_george_wells
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,1,full_books/herbert_george_wells_full.txt,0.04607717740757613,0.0720584831034404,0.025981305695864272,1,True,herbert_george_wells
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,1,full_books/herbert_george_wells_full.txt,0.11865881322093844,0.12346547552225665,0.00480666230131821,1,True,herbert_george_wells
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,2,gutenberg_texts/35.txt,0.18640573791428783,0.08952320429739474,-0.09688253361689309,8,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,2,gutenberg_texts/35.txt,0.2484960803962069,0.1419833400782093,-0.1065127403179976,5,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,2,gutenberg_texts/35.txt,0.07422240921381443,0.03169172610201433,-0.0425306831118001,5,False,kathleen_thompson_norris
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,2,gutenberg_texts/35.txt,0.2540359689250386,0.1652117280135747,-0.0888242409114639,4,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,2,gutenberg_texts/35.txt,0.3169007462373001,0.18567221904038161,-0.13122852719691847,6,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,3,full_books/herbert_george_wells_full.txt,0.08068663275917658,0.058441679495994485,-0.022244953263182092,4,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,3,full_books/herbert_george_wells_full.txt,0.07352471558849921,0.036145672629827486,-0.03737904295867173,7,False,jane_austen
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,3,full_books/herbert_george_wells_full.txt,0.08650192233666751,0.07823232176657074,-0.008269600570096763,2,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,3,full_books/herbert_george_wells_full.txt,0.05337393741264301,0.04355171873957497,-0.009822218673068046,2,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,3,full_books/herbert_george_wells_full.txt,0.04063368838085508,0.025079732542539767,-0.01555395583831531,2,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,4,gutenberg_texts/35.txt,0.2577190131506781,0.14977436459273724,-0.10794464855794084,6,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,4,gutenberg_texts/35.txt,0.27649307460734335,0.14878851145396568,-0.12770456315337766,8,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,4,gutenberg_texts/35.txt,0.25232127503772384,0.14836520779754095,-0.10395606724018289,5,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,4,gutenberg_texts/35.txt,0.2612840083464058,0.1745356613385567,-0.08674834700784911,4,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,4,gutenberg_texts/35.txt,0.2961906722875015,0.19992942065954927,-0.09626125162795224,4,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,5,full_books/herbert_george_wells_full.txt,0.08671350418943691,0.029732732546220584,-0.05698077164321633,9,False,arthur_conan_doyle
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,5,full_books/herbert_george_wells_full.txt,0.018178321226601436,0.017502515411704875,-0.0006758058148965615,2,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,5,full_books/herbert_george_wells_full.txt,0.04525138836129574,0.024024927691687993,-0.021226460669607747,3,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,5,full_books/herbert_george_wells_full.txt,0.03244156997197191,0.032901654162983636,0.00046008419101172676,1,True,herbert_george_wells
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,5,full_books/herbert_george_wells_full.txt,0.05221045452828402,0.03159254304100403,-0.02061791148727999,2,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,6,gutenberg_texts/35.txt,0.2720978558930373,0.11794030551301216,-0.15415755038002515,8,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,6,gutenberg_texts/35.txt,0.18377255807780357,0.10526740198349366,-0.07850515609430991,5,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,6,gutenberg_texts/35.txt,0.20988162938091973,0.12309811736817723,-0.0867835120127425,5,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,6,gutenberg_texts/35.txt,0.0760357764611356,0.026758063002479654,-0.04927771345865595,6,False,kathleen_thompson_norris
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,6,gutenberg_texts/35.txt,0.3223739609770116,0.19003217764934202,-0.13234178332766958,6,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,7,full_books/herbert_george_wells_full.txt,0.10492648693369422,0.014362539075087671,-0.09056394785860655,16,False,arthur_conan_doyle
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,7,full_books/herbert_george_wells_full.txt,0.0373166266867854,0.030385992714812127,-0.006930633971973271,2,False,oscar_wilde
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,7,full_books/herbert_george_wells_full.txt,0.051864220916655254,0.03208647347043369,-0.019777747446221565,3,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,7,full_books/herbert_george_wells_full.txt,0.041811979181286374,0.049605186729200126,0.0077932075479137525,1,True,herbert_george_wells
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,7,full_books/herbert_george_wells_full.txt,0.03315351821953789,0.037781744942864945,0.004628226723327057,1,True,herbert_george_wells
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,8,gutenberg_texts/35.txt,0.22846636000564005,0.11706745842387331,-0.11139890158176674,7,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,8,gutenberg_texts/35.txt,0.18535266541132508,0.11458389165380302,-0.07076877375752207,8,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,8,gutenberg_texts/35.txt,0.24680641838638054,0.13926273411474316,-0.10754368427163738,8,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,8,gutenberg_texts/35.txt,0.27200903450943265,0.15611792948449696,-0.11589110502493569,6,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,8,gutenberg_texts/35.txt,0.29485482079155145,0.1730726851115563,-0.12178213567999516,6,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,9,full_books/herbert_george_wells_full.txt,0.07242443327555162,0.05100117854249253,-0.02142325473305909,2,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,9,full_books/herbert_george_wells_full.txt,0.01909525156607395,0.019758768909682756,0.000663517343608807,1,True,herbert_george_wells
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,9,full_books/herbert_george_wells_full.txt,0.05036654364741422,0.04273273252355666,-0.00763381112385756,2,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,9,full_books/herbert_george_wells_full.txt,0.04897462469400814,0.0397244027451629,-0.009250221948845234,2,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,9,full_books/herbert_george_wells_full.txt,0.05095335841683872,0.07167353743036925,0.02072017901353053,1,True,herbert_george_wells
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,10,gutenberg_texts/35.txt,0.28504224904112774,0.1599921331292347,-0.12505011591189305,7,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,10,gutenberg_texts/35.txt,0.2939246155879701,0.17167067759765095,-0.12225393799031917,8,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,10,gutenberg_texts/35.txt,0.2852946726151395,0.1667767095606507,-0.11851796305448883,8,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,10,gutenberg_texts/35.txt,0.20802791044027197,0.11367751900167723,-0.09435039143859474,6,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,10,gutenberg_texts/35.txt,0.22954448153515192,0.14283774387214188,-0.08670673766301004,5,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,11,full_books/herbert_george_wells_full.txt,0.047679081396313994,0.03200658066653656,-0.015672500729777432,2,False,oscar_wilde
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,11,full_books/herbert_george_wells_full.txt,0.07487506692737034,0.028223434323041162,-0.046651632604329175,11,False,kathleen_thompson_norris
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,11,full_books/herbert_george_wells_full.txt,0.06918059592767827,0.05543442423297912,-0.013746171694699147,2,False,oscar_wilde
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,11,full_books/herbert_george_wells_full.txt,0.07636573074787217,0.045043399136071915,-0.03132233161180026,4,False,oscar_wilde
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,11,full_books/herbert_george_wells_full.txt,0.034980522394956456,0.023838016221221,-0.011142506173735457,2,False,oscar_wilde
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,12,gutenberg_texts/35.txt,0.2637297046995144,0.13470495317560727,-0.12902475152390713,6,False,mary_shelley
flash,all_authors,f1,1000,2,1000,2000,herbert_george_wells,12,gutenberg_texts/35.txt,0.2630412155321467,0.13052685949271045,-0.13251435603943626,6,False,mary_shelley
flash,all_authors,f1,1000,3,2000,3000,herbert_george_wells,12,gutenberg_texts/35.txt,0.29750614097487116,0.160389893521646,-0.13711624745322515,5,False,mary_shelley
flash,all_authors,f1,1000,4,3000,4000,herbert_george_wells,12,gutenberg_texts/35.txt,0.22271985918180373,0.1567569334272539,-0.06596292575454984,4,False,mary_shelley
flash,all_authors,f1,1000,5,4000,5000,herbert_george_wells,12,gutenberg_texts/35.txt,0.29923469657858104,0.16727630061327975,-0.1319583959653013,5,False,mary_shelley
flash,all_authors,f1,1000,1,0,1000,herbert_george_wells,13,full_books/herbert_george_wells_full.txt,0.027358844127768026,0.013555264457845523,-0.013803579669922503,3,False,oscar_wilde
