rival_mode,window_policy,feature,test_chunk_size,budget_n,contrast,n_authors,accuracy_difference,accuracy_ci_low,accuracy_ci_high,accuracy_wilcoxon_p,accuracy_n_authors_favouring_two,kl_true_difference,kl_true_ci_low,kl_true_ci_high,kl_true_wilcoxon_p,kl_true_n_authors_favouring_two,margin_difference,margin_ci_low,margin_ci_high,margin_wilcoxon_p,margin_n_authors_favouring_two
asymmetric,middle,f3,1000,2000,two_books - one_book,19,0.08007708985324577,0.037104695778308425,0.12445291833817113,0.0037783360489364918,15,-0.014680877354804098,-0.03759988891722665,0.011722156144818287,0.00202178955078125,16,0.014680877354804094,-0.011722156144818318,0.037599888917226626,0.00202178955078125,16
asymmetric,middle,f3,1000,4000,two_books - one_book,18,0.06425813339869475,0.01810389304237191,0.11348829962943695,0.017378363446698287,12,-0.018996413899289126,-0.0347433585496046,-0.007177376952795549,0.00041961669921875,16,0.01899641389928912,0.007177376952795544,0.03474335854960461,0.00041961669921875,16
asymmetric,middle,f3,2000,500,two_books - one_book,20,0.05752379983499528,-0.005007597667986622,0.12294470946247513,0.08840247992639415,10,-0.01373992456818753,-0.03353346916072753,0.008149240309597629,0.021484375,13,0.01373992456818754,-0.00814924030959762,0.03353346916072753,0.021484375,13
asymmetric,middle,f3,2000,1000,two_books - one_book,20,0.07669444748364598,0.026414017977085428,0.12309680935290337,0.012274756174561622,14,-0.031935738101022446,-0.06250919824943653,-0.012067522388920582,0.0002613067626953125,17,0.031935738101022446,0.012067522388920572,0.06250919824943653,0.0002613067626953125,17
asymmetric,middle,f3,2000,2000,two_books - one_book,18,0.0774849275750604,0.027734076429403745,0.12817198290324472,0.011007912955186742,11,-0.008975216204128016,-0.02862299425210672,0.014812560650333638,0.00336456298828125,15,0.00897521620412801,-0.014812560650333659,0.02862299425210672,0.00336456298828125,15
asymmetric,middle,f3,2000,4000,two_books - one_book,17,0.07487776809769027,0.017809993400199634,0.13124391215711823,0.013150364234284668,11,-0.012055451615507215,-0.021013479770248766,-0.004873737621532324,0.0025787353515625,15,0.01205545161550721,0.00487373762153232,0.021013479770248766,0.0025787353515625,15
asymmetric,random,f1,1000,500,two_books - one_book,20,0.05343200699015192,0.03729680191010439,0.07000988446952351,1.9073486328125e-05,19,-0.011363711614246479,-0.01922124533024508,-0.003997986428245933,0.0003948211669921875,18,0.011363711614246475,0.0039979864282459355,0.01922124533024507,0.0003948211669921875,18
asymmetric,random,f1,1000,1000,two_books - one_book,20,0.062375874827264,0.03944859542887783,0.08470633402096928,0.0002613067626953125,18,-0.009505508890448567,-0.014778786942703626,-0.004734430754121585,8.20159912109375e-05,19,0.009505508890448553,0.004734430754121576,0.014778786942703598,8.20159912109375e-05,19
asymmetric,random,f1,1000,2000,two_books - one_book,19,0.057863089005503444,0.029277293766322626,0.08432455864606407,0.0024719854430073768,17,-0.012500024410635822,-0.025610281035669202,-0.004220002278033768,0.00026702880859375,18,0.012500024410635826,0.004220002278033768,0.025610281035669195,0.00026702880859375,18
asymmetric,random,f1,1000,4000,two_books - one_book,18,0.049701640773952165,0.01729887228227099,0.08537230061982466,0.005618046056498881,14,-0.008792365777035991,-0.017846303406235012,-0.0016889047048937284,0.02367401123046875,14,0.008792365777035993,0.0016889047048937237,0.01784630340623502,0.02367401123046875,14
asymmetric,random,f1,2000,500,two_books - one_book,20,0.06330448788714609,0.04546393492066401,0.08352579000343988,9.5367431640625e-06,19,-0.011006339847306593,-0.01906062852669107,-0.0032591412513762004,0.0004825592041015625,18,0.011006339847306599,0.003259141251376206,0.019060628526691065,0.0004825592041015625,18
asymmetric,random,f1,2000,1000,two_books - one_book,20,0.07394675770258903,0.05387472551019899,0.09637917518443101,3.814697265625e-06,19,-0.00944673957251097,-0.014661817308794846,-0.0047736670820440795,4.76837158203125e-05,19,0.00944673957251097,0.004773667082044077,0.01466181730879484,4.76837158203125e-05,19
asymmetric,random,f1,2000,2000,two_books - one_book,18,0.06502428975021307,0.03260781481474562,0.09457579773048448,0.00067138671875,17,-0.007495287885668175,-0.013139959357156759,-0.0032704957754423453,0.0005340576171875,17,0.007495287885668173,0.0032704957754423436,0.013139959357156753,0.0005340576171875,17
asymmetric,random,f1,2000,4000,two_books - one_book,17,0.04876612471333955,0.00261829695422627,0.09820129178976657,0.09798930270791739,11,-0.005218889683945077,-0.010961176129906684,-0.0008181121385342023,0.0395355224609375,13,0.0052188896839450785,0.0008181121385342009,0.010961176129906686,0.0395355224609375,13
asymmetric,random,f3,1000,500,two_books - one_book,20,0.06525605836480781,0.04437971064037912,0.08546486120880889,4.76837158203125e-05,18,-0.018782996979949344,-0.03183462209703717,-0.006256253966190424,0.0004825592041015625,19,0.018782996979949333,0.006256253966190447,0.031834622097037135,0.0004825592041015625,19
asymmetric,random,f3,1000,1000,two_books - one_book,20,0.08044480340790687,0.05693092806559175,0.10485587743610073,5.7220458984375e-06,19,-0.017624903609607414,-0.02546779530196607,-0.01055259875315102,1.9073486328125e-06,20,0.017624903609607424,0.010552598753151019,0.025467795301966082,1.9073486328125e-06,20
asymmetric,random,f3,1000,2000,two_books - one_book,19,0.08620502710876235,0.05451647878020028,0.11964872467133592,0.000125885009765625,18,-0.025806165556478272,-0.05064578099492825,-0.009351971392223093,0.00041961669921875,18,0.025806165556478272,0.00935197139222308,0.05064578099492825,0.00041961669921875,18
asymmetric,random,f3,1000,4000,two_books - one_book,18,0.056140375056398434,0.02152230294090119,0.09571207066308002,0.011322371449485434,14,-0.020126537405545094,-0.038188654991836185,-0.006355260314799156,0.00193023681640625,16,0.02012653740554511,0.006355260314799166,0.0381886549918362,0.00193023681640625,16
asymmetric,random,f3,2000,500,two_books - one_book,20,0.07171398813593251,0.049924522463769966,0.09540882058702109,0.00025021619831076065,18,-0.018225828530745707,-0.03163742348977001,-0.004722562472890066,0.0004825592041015625,19,0.018225828530745718,0.004722562472890041,0.03163742348977002,0.0004825592041015625,19
asymmetric,random,f3,2000,1000,two_books - one_book,20,0.09333384942546932,0.06798039718291222,0.11926016498685872,1.9073486328125e-06,20,-0.017717666430499587,-0.02567372236152648,-0.010646623411385024,1.9073486328125e-06,20,0.017717666430499584,0.010646623411385019,0.025673722361526458,1.9073486328125e-06,20
asymmetric,random,f3,2000,2000,two_books - one_book,18,0.08379759921439653,0.05197226950202933,0.12044526685339164,7.62939453125e-05,17,-0.016626430338705287,-0.02877688977429209,-0.006584597029690415,0.0008392333984375,17,0.016626430338705277,0.006584597029690405,0.028776889774292096,0.0008392333984375,17
asymmetric,random,f3,2000,4000,two_books - one_book,17,0.054916019971445164,0.010659090564385472,0.09905169320136459,0.046826465481518996,13,-0.012703444262909378,-0.023381415881489825,-0.00388682560809554,0.017425537109375,14,0.012703444262909386,0.003886825608095553,0.023381415881489846,0.017425537109375,14
symmetric,middle,f1,1000,500,two_books - one_book,20,0.07971322125881579,0.019389446868131717,0.1438339685576594,0.02422372469374016,14,-0.011595805807140485,-0.022607525406241412,0.0009050774955591507,0.0072956085205078125,15,0.01252001811570914,-0.0008048475614876912,0.024743786537217864,0.017181396484375,15
symmetric,middle,f1,1000,1000,two_books - one_book,20,0.053141893156683294,-0.005071453715170032,0.11802106678307893,0.23105922995345296,10,-0.017652391343860502,-0.033096493374656,-0.006048603618580052,0.0014324188232421875,16,0.018236578443362895,0.006328881318487903,0.03368479989055443,0.0042209625244140625,16
symmetric,middle,f1,1000,2000,two_books - one_book,19,0.07858872225192745,0.01271159036024448,0.15344538824999857,0.06150392570318533,12,-0.008620081896137477,-0.019251935994432413,0.001024189272253107,0.00945281982421875,15,0.008263606908428782,-0.00047009132402383235,0.01856856329568567,0.08742904663085938,13
symmetric,middle,f1,1000,4000,two_books - one_book,18,0.040069072564389914,-0.018807138131825316,0.10342384598485627,0.27753025059514513,10,-0.007791263971623967,-0.014602991767563297,-0.0021528272756702388,0.00896453857421875,14,0.008417489666952042,0.002823425691823212,0.015967097979271122,0.0023345947265625,14
symmetric,middle,f1,2000,500,two_books - one_book,20,0.10453643880159844,0.030302441580903054,0.1768274233007067,0.016861808741509374,15,-0.011093268714999358,-0.022531776274169406,0.001966432691276768,0.01068878173828125,15,0.01264241159818442,-0.001626141876204699,0.02516092083514376,0.013616561889648438,16
symmetric,middle,f1,2000,1000,two_books - one_book,20,0.06447966452393687,-0.0257198618808933,0.15692860268426945,0.24320097107575667,11,-0.017959955259555523,-0.033808575882785956,-0.006000774466580247,0.001689910888671875,16,0.01897064986774943,0.006763896694495924,0.03492629001390012,0.002712249755859375,16
symmetric,middle,f1,2000,2000,two_books - one_book,18,0.12511581588132614,0.03379268335150689,0.21490697667356456,0.014758399183510051,13,-0.005094950569601976,-0.01298330026090166,0.0029737286534294977,0.0182342529296875,14,0.004844856905866533,-0.002796947605352193,0.012752060677580305,0.15404510498046875,13
symmetric,middle,f1,2000,4000,two_books - one_book,17,0.04619088824519845,-0.011999030742976577,0.11558056149305174,0.5134857817928715,8,-0.005009482045554354,-0.01001966177495706,-0.0012469475357720138,0.023223876953125,13,0.00491491730070957,0.0017436864188993795,0.008494825189429102,0.023223876953125,13
symmetric,middle,f3,1000,500,two_books - one_book,20,0.07353573868039467,0.002855552804952887,0.1493957506426771,0.11654426427752808,12,-0.014885932868965801,-0.033623397327147406,0.005230483626792797,0.01923370361328125,13,0.015234007498552032,-0.007528998293500137,0.035797143240641496,0.05316925048828125,13
symmetric,middle,f3,1000,1000,two_books - one_book,20,0.07869111793849394,0.00784811223624702,0.15199859406258073,0.0758514404296875,13,-0.031093198240865233,-0.06055090081073412,-0.01197203068370545,0.000133514404296875,17,0.03047441111328599,0.011080058650604812,0.05954468185384439,0.0007076263427734375,17
symmetric,middle,f3,1000,2000,two_books - one_book,19,0.0639016038619133,0.018324550435767067,0.10610400549242609,0.013870680857770913,13,-0.014680877354804098,-0.03759988891722665,0.011722156144818287,0.00202178955078125,16,0.008503683057907324,-0.013823744811370041,0.028961876000009334,0.09551239013671875,12
symmetric,middle,f3,1000,4000,two_books - one_book,18,0.10222571798341819,0.0028455595516052703,0.228071154921525,0.08401675251172278,12,-0.018996413899289126,-0.0347433585496046,-0.007177376952795549,0.00041961669921875,16,0.021440435630012175,0.006858987833057556,0.04097539313967157,0.0047454833984375,13
symmetric,middle,f3,2000,500,two_books - one_book,20,0.08033629774189548,-0.006711057648865947,0.17645481957821846,0.13592202165385756,11,-0.01373992456818753,-0.03353346916072753,0.008149240309597629,0.021484375,13,0.013872692573558271,-0.010106596954435483,0.035287427389632815,0.039989471435546875,14
symmetric,middle,f3,2000,1000,two_books - one_book,20,0.10205842572597587,0.021813970245080277,0.18537628363996597,0.03293821172843571,12,-0.031935738101022446,-0.06250919824943653,-0.012067522388920582,0.0002613067626953125,17,0.03181485087278242,0.011413441973645517,0.06195827532210427,0.0007076263427734375,17
symmetric,middle,f3,2000,2000,two_books - one_book,18,0.11417791816342542,0.06059909098177738,0.17312076259500495,0.004741768038406972,11,-0.008975216204128016,-0.02862299425210672,0.014812560650333638,0.00336456298828125,15,0.002944725430363954,-0.017635190114822723,0.020894078677090377,0.14151763916015625,11
symmetric,middle,f3,2000,4000,two_books - one_book,17,0.06189965243428605,0.007775157506958045,0.12185559505553298,0.09798930270791739,12,-0.012055451615507215,-0.021013479770248766,-0.004873737621532324,0.0025787353515625,15,0.013023003733596052,0.00543106873931121,0.02280179517691425,0.00933837890625,13
symmetric,random,f1,1000,500,two_books - one_book,20,0.04734175671682474,0.020772336684193093,0.07077551869351577,0.0031528472900390625,16,-0.011200488227434269,-0.018321052078784615,-0.004375705123404435,0.0014324188232421875,17,0.01003447435479597,0.0033374728752622027,0.01695688244431909,0.002712249755859375,17
symmetric,random,f1,1000,1000,two_books - one_book,20,0.049665343412129734,0.022110175306748664,0.0767531631293705,0.0023250579833984375,17,-0.011448912180837375,-0.01784931542280961,-0.0056379948183233625,8.20159912109375e-05,19,0.010636212242869305,0.004778512566349177,0.016882472854962152,0.000850677490234375,17
symmetric,random,f1,1000,2000,two_books - one_book,19,0.057067141355719504,0.03066271603924742,0.08708014552008415,0.002399444580078125,15,-0.011659449698381502,-0.023200659972088308,-0.0038728475122259305,0.000522613525390625,18,0.01092135838592632,0.002992328293454958,0.02269155463975993,0.00457763671875,16
symmetric,random,f1,1000,4000,two_books - one_book,18,0.05481084212363044,0.018161356427647626,0.0913372086540272,0.011322371449485434,13,-0.007902981469215208,-0.016586973483134503,-0.0013228335613147074,0.02684783935546875,14,0.007956358448946252,0.0015077401714943955,0.01663932727302639,0.00896453857421875,15
symmetric,random,f1,2000,500,two_books - one_book,20,0.06469774146488269,0.03368707771615486,0.09258522135923088,0.000850677490234375,17,-0.01090744802955764,-0.01830977530725625,-0.0036139067924990014,0.001689910888671875,17,0.009867138526160456,0.002745059270400613,0.01714796338195308,0.0031528472900390625,17
symmetric,random,f1,2000,1000,two_books - one_book,20,0.06009078236347387,0.019470133289782494,0.09394567270520038,0.00365447998046875,17,-0.011603633943217758,-0.018074405003692614,-0.005727795605922289,8.20159912109375e-05,19,0.010632161230502469,0.004820485855032288,0.016927954143286475,0.0005855560302734375,17
symmetric,random,f1,2000,2000,two_books - one_book,18,0.07437601967424692,0.04332897833972931,0.10511655500233366,0.0005340576171875,16,-0.007444719074110254,-0.013524218892491146,-0.0026229854569597894,0.00104522705078125,17,0.006502315971065369,0.0013503345095596576,0.012943277256577299,0.010406494140625,15
symmetric,random,f1,2000,4000,two_books - one_book,17,0.0669949639646732,0.028560726175496945,0.10790308513783162,0.00665283203125,14,-0.004402048818540331,-0.00924667513981228,-0.00046308857419075794,0.056884765625,13,0.004524600644728685,0.0008179048988681563,0.009065875180859155,0.02667236328125,14
symmetric,random,f3,1000,500,two_books - one_book,20,0.044431300756177114,0.01948046017128959,0.06684250224064564,0.0037622518256999957,16,-0.018355120799509198,-0.028834275212069226,-0.00704329932968755,0.0010166168212890625,18,0.01471215278915071,0.0031518569013514776,0.02573778183898617,0.0072956085205078125,17
symmetric,random,f3,1000,1000,two_books - one_book,20,0.06244606336309131,0.04028810478204568,0.08513487196314769,0.0001049041748046875,18,-0.021436079553584304,-0.03198971812274802,-0.012363951303911455,1.9073486328125e-06,20,0.01893466581513157,0.009665348681720537,0.029504433132498283,0.000209808349609375,17
symmetric,random,f3,1000,2000,two_books - one_book,19,0.07151140607766354,0.042537362678417914,0.10388198288282173,0.00026702880859375,16,-0.023345627343475554,-0.04555150029714402,-0.006918835512001343,0.000644683837890625,18,0.019828320034136985,0.0032242213453806167,0.04244498481998489,0.0180816650390625,14
symmetric,random,f3,1000,4000,two_books - one_book,18,0.04686053507940283,0.005640858342007859,0.08490788156444269,0.02772031386394524,13,-0.018244062787916696,-0.03493288199224566,-0.00570322088809456,0.00193023681640625,16,0.01535675226321089,0.0027183481627359187,0.03237955126437109,0.0065765380859375,14
symmetric,random,f3,2000,500,two_books - one_book,20,0.054925301172623994,0.022877640634023033,0.0844159223628675,0.0031528472900390625,16,-0.01790360940227153,-0.02901700021520933,-0.005573703387088516,0.001209259033203125,18,0.014172217508952492,0.0015934714376379944,0.02570579245139883,0.00830841064453125,17
symmetric,random,f3,2000,1000,two_books - one_book,20,0.07875168307713012,0.05079521566484471,0.10595963035456459,4.76837158203125e-05,19,-0.02194190426631923,-0.03300710644064226,-0.012511594742098444,1.9073486328125e-06,20,0.0190652930600839,0.009596819707276586,0.02980495129034273,0.000133514404296875,17
symmetric,random,f3,2000,2000,two_books - one_book,18,0.08150139597833682,0.053827234580581036,0.11205050481355036,3.814697265625e-05,16,-0.01581671691368713,-0.02982213579298289,-0.003189663850484295,0.00128936767578125,17,0.011836734327419513,-0.0007487613819614182,0.025350005666095837,0.02684783935546875,13
symmetric,random,f3,2000,4000,two_books - one_book,17,0.048127353163756305,0.00466954162434448,0.08945220666874246,0.030517578125,14,-0.011292066529092813,-0.020746312788778153,-0.0029789046018400146,0.0201568603515625,14,0.00870913192999923,0.0009957157815121455,0.017151626414234664,0.030517578125,13
